algorithm,instance_id,family,k_final,d_final,time_sec,hit,status,error
GAA_Algorithm_1,R101,R1,8,1502.195928477025,3.297175884246826,N/A,success,
GAA_Algorithm_2,R101,R1,8,1172.1800291715338,0.18050646781921387,N/A,success,
GAA_Algorithm_3,R101,R1,20,1918.9730412476035,0.4911503791809082,N/A,success,
GAA_Algorithm_1,R102,R1,8,1322.5517629919175,3.3771018981933594,N/A,success,
GAA_Algorithm_2,R102,R1,8,1172.1800291715338,0.17467617988586426,N/A,success,
GAA_Algorithm_3,R102,R1,19,1896.3451530965842,0.6923243999481201,N/A,success,
GAA_Algorithm_1,R103,R1,8,1274.513462902278,4.409944295883179,N/A,success,
GAA_Algorithm_2,R103,R1,8,1172.1800291715338,0.1759634017944336,N/A,success,
GAA_Algorithm_3,R103,R1,15,1583.53454367954,0.697960376739502,N/A,success,
GAA_Algorithm_1,R104,R1,8,1436.3647446545858,3.717266082763672,N/A,success,
GAA_Algorithm_2,R104,R1,8,1172.1800291715338,0.1754004955291748,N/A,success,
GAA_Algorithm_3,R104,R1,11,1239.4339893445847,0.7889127731323242,N/A,success,
GAA_Algorithm_1,R105,R1,8,1507.6608267705956,3.5764756202697754,N/A,success,
GAA_Algorithm_2,R105,R1,8,1172.1800291715338,0.1754910945892334,N/A,success,
GAA_Algorithm_3,R105,R1,16,1606.2052147348402,0.5815494060516357,N/A,success,
GAA_Algorithm_1,R106,R1,8,1427.2451188248494,3.4210450649261475,N/A,success,
GAA_Algorithm_2,R106,R1,8,1172.1800291715338,0.1764819622039795,N/A,success,
GAA_Algorithm_3,R106,R1,16,1658.1193202808224,0.6492006778717041,N/A,success,
GAA_Algorithm_1,R107,R1,8,1371.344643352995,2.5244877338409424,N/A,success,
GAA_Algorithm_2,R107,R1,8,1172.1800291715338,0.17521452903747559,N/A,success,
GAA_Algorithm_3,R107,R1,14,1472.1475144689014,0.7181515693664551,N/A,success,
GAA_Algorithm_1,R108,R1,8,1398.536370392606,2.8649682998657227,N/A,success,
GAA_Algorithm_2,R108,R1,8,1172.1800291715338,0.1746220588684082,N/A,success,
GAA_Algorithm_3,R108,R1,11,1286.6958070262056,0.7992303371429443,N/A,success,
GAA_Algorithm_1,R109,R1,8,1321.8460266452073,3.4345407485961914,N/A,success,
GAA_Algorithm_2,R109,R1,8,1172.1800291715338,0.17229843139648438,N/A,success,
GAA_Algorithm_3,R109,R1,14,1465.5156044052171,0.6498258113861084,N/A,success,
GAA_Algorithm_1,R110,R1,8,1412.3933888830386,2.9238064289093018,N/A,success,
GAA_Algorithm_2,R110,R1,8,1172.1800291715338,0.17742633819580078,N/A,success,
GAA_Algorithm_3,R110,R1,12,1367.8203693554192,0.6963984966278076,N/A,success,
GAA_Algorithm_1,R111,R1,8,1322.5107066669314,3.1665329933166504,N/A,success,
GAA_Algorithm_2,R111,R1,8,1172.1800291715338,0.17603087425231934,N/A,success,
GAA_Algorithm_3,R111,R1,13,1328.948291065708,0.7263944149017334,N/A,success,
GAA_Algorithm_1,R112,R1,8,1400.8985781045903,3.8098466396331787,N/A,success,
GAA_Algorithm_2,R112,R1,8,1172.1800291715338,0.17174386978149414,N/A,success,
GAA_Algorithm_3,R112,R1,11,1228.2957939133044,0.7438511848449707,N/A,success,
