algorithm,instance_id,family,k_final,d_final,time_sec,hit,status,error
GAA_Algorithm_1,C101,C1,10,1521.9787092030783,5.8000328540802,N/A,success,
GAA_Algorithm_2,C101,C1,10,1103.201642272962,0.19350337982177734,N/A,success,
GAA_Algorithm_3,C101,C1,15,1835.9157898955027,0.5583159923553467,N/A,success,
GAA_Algorithm_1,C102,C1,10,1461.36903737568,5.784287214279175,N/A,success,
GAA_Algorithm_2,C102,C1,10,1103.201642272962,0.19062280654907227,N/A,success,
GAA_Algorithm_3,C102,C1,14,1868.2668662588653,0.656306266784668,N/A,success,
GAA_Algorithm_1,C103,C1,10,1504.5004253520794,5.077425241470337,N/A,success,
GAA_Algorithm_2,C103,C1,10,1103.201642272962,0.25466060638427734,N/A,success,
GAA_Algorithm_3,C103,C1,11,1629.022996958937,0.7867696285247803,N/A,success,
GAA_Algorithm_1,C104,C1,10,1491.1846814345274,5.377522945404053,N/A,success,
GAA_Algorithm_2,C104,C1,10,1103.201642272962,0.18640565872192383,N/A,success,
GAA_Algorithm_3,C104,C1,12,1451.4964259038152,0.7726945877075195,N/A,success,
GAA_Algorithm_1,C105,C1,10,1466.7375143913632,5.400511741638184,N/A,success,
GAA_Algorithm_2,C105,C1,10,1103.201642272962,0.1956946849822998,N/A,success,
GAA_Algorithm_3,C105,C1,14,1813.3443697676894,0.5604126453399658,N/A,success,
GAA_Algorithm_1,C106,C1,10,1391.5077427239341,5.308372735977173,N/A,success,
GAA_Algorithm_2,C106,C1,10,1103.201642272962,0.1878502368927002,N/A,success,
GAA_Algorithm_3,C106,C1,14,1772.8187537725396,0.5606784820556641,N/A,success,
GAA_Algorithm_1,C107,C1,10,1494.3092728454424,5.471009016036987,N/A,success,
GAA_Algorithm_2,C107,C1,10,1103.201642272962,0.1999969482421875,N/A,success,
GAA_Algorithm_3,C107,C1,14,1825.734950165757,0.5691511631011963,N/A,success,
GAA_Algorithm_1,C108,C1,10,1532.1318412774322,5.191477298736572,N/A,success,
GAA_Algorithm_2,C108,C1,10,1103.201642272962,0.19390153884887695,N/A,success,
GAA_Algorithm_3,C108,C1,12,1601.3409906892434,0.6590404510498047,N/A,success,
GAA_Algorithm_1,C109,C1,10,1503.1208079563887,4.787278175354004,N/A,success,
GAA_Algorithm_2,C109,C1,10,1103.201642272962,0.18691205978393555,N/A,success,
GAA_Algorithm_3,C109,C1,12,1661.207164687704,0.664031982421875,N/A,success,
GAA_Algorithm_1,C201,C2,10,1822.6793187131548,5.215420961380005,N/A,success,
GAA_Algorithm_2,C201,C2,10,1148.7828528547925,0.18692398071289062,N/A,success,
GAA_Algorithm_3,C201,C2,10,1188.300881677972,0.8575918674468994,N/A,success,
GAA_Algorithm_1,C202,C2,10,1657.4139272659925,5.144679307937622,N/A,success,
GAA_Algorithm_2,C202,C2,10,1148.7828528547925,0.1872262954711914,N/A,success,
GAA_Algorithm_3,C202,C2,9,1214.2633153449974,0.9205431938171387,N/A,success,
GAA_Algorithm_1,C203,C2,10,1762.3672706013708,5.051297664642334,N/A,success,
GAA_Algorithm_2,C203,C2,10,1148.7828528547925,0.18387627601623535,N/A,success,
GAA_Algorithm_3,C203,C2,10,1204.8999444501014,0.8045368194580078,N/A,success,
GAA_Algorithm_1,C204,C2,10,1661.8032275499606,5.132916688919067,N/A,success,
GAA_Algorithm_2,C204,C2,10,1148.7828528547925,0.18297958374023438,N/A,success,
GAA_Algorithm_3,C204,C2,10,1237.6907295741676,0.8348188400268555,N/A,success,
GAA_Algorithm_1,C205,C2,10,1744.5818793197834,5.264065265655518,N/A,success,
GAA_Algorithm_2,C205,C2,10,1148.7828528547925,0.17748403549194336,N/A,success,
GAA_Algorithm_3,C205,C2,10,1168.983190391995,0.8124535083770752,N/A,success,
GAA_Algorithm_1,C206,C2,10,1734.2277807587734,5.054650545120239,N/A,success,
GAA_Algorithm_2,C206,C2,10,1148.7828528547925,0.17888760566711426,N/A,success,
GAA_Algorithm_3,C206,C2,10,1134.3482633081046,0.8194425106048584,N/A,success,
GAA_Algorithm_1,C207,C2,10,1494.8241540044728,4.9000184535980225,N/A,success,
GAA_Algorithm_2,C207,C2,10,1148.7828528547925,0.17684650421142578,N/A,success,
GAA_Algorithm_3,C207,C2,10,1211.3585658443226,0.8087372779846191,N/A,success,
GAA_Algorithm_1,C208,C2,10,1589.4520273305875,4.583638429641724,N/A,success,
GAA_Algorithm_2,C208,C2,10,1148.7828528547925,0.21708250045776367,N/A,success,
GAA_Algorithm_3,C208,C2,10,1206.3340182622821,0.8322381973266602,N/A,success,
GAA_Algorithm_1,R101,R1,8,1428.0713231339091,3.513354778289795,N/A,success,
GAA_Algorithm_2,R101,R1,8,1172.1800291715338,0.16760468482971191,N/A,success,
GAA_Algorithm_3,R101,R1,20,1918.9730412476035,0.455930233001709,N/A,success,
GAA_Algorithm_1,R102,R1,8,1481.7413040109193,2.652569055557251,N/A,success,
GAA_Algorithm_2,R102,R1,8,1172.1800291715338,0.167893648147583,N/A,success,
GAA_Algorithm_3,R102,R1,19,1896.3451530965842,0.5862236022949219,N/A,success,
GAA_Algorithm_1,R103,R1,8,1401.9104281950233,2.8162522315979004,N/A,success,
GAA_Algorithm_2,R103,R1,8,1172.1800291715338,0.16812396049499512,N/A,success,
GAA_Algorithm_3,R103,R1,15,1583.53454367954,0.6573817729949951,N/A,success,
GAA_Algorithm_1,R104,R1,8,1262.523276835775,3.5155999660491943,N/A,success,
GAA_Algorithm_2,R104,R1,8,1172.1800291715338,0.16948843002319336,N/A,success,
GAA_Algorithm_3,R104,R1,11,1239.4339893445847,0.7432777881622314,N/A,success,
GAA_Algorithm_1,R105,R1,8,1398.0246961159207,2.9295356273651123,N/A,success,
GAA_Algorithm_2,R105,R1,8,1172.1800291715338,0.1690385341644287,N/A,success,
GAA_Algorithm_3,R105,R1,16,1606.2052147348402,0.5489320755004883,N/A,success,
GAA_Algorithm_1,R106,R1,8,1430.2290438474902,3.375854015350342,N/A,success,
GAA_Algorithm_2,R106,R1,8,1172.1800291715338,0.16741394996643066,N/A,success,
GAA_Algorithm_3,R106,R1,16,1658.1193202808224,0.6550588607788086,N/A,success,
GAA_Algorithm_1,R107,R1,8,1317.5601481425956,3.592587947845459,N/A,success,
GAA_Algorithm_2,R107,R1,8,1172.1800291715338,0.16513824462890625,N/A,success,
GAA_Algorithm_3,R107,R1,14,1472.1475144689014,0.6685612201690674,N/A,success,
GAA_Algorithm_1,R108,R1,8,1408.6035541567367,3.256819486618042,N/A,success,
GAA_Algorithm_2,R108,R1,8,1172.1800291715338,0.16779613494873047,N/A,success,
GAA_Algorithm_3,R108,R1,11,1286.6958070262056,0.7633500099182129,N/A,success,
GAA_Algorithm_1,R109,R1,8,1282.9823440508333,3.5953781604766846,N/A,success,
GAA_Algorithm_2,R109,R1,8,1172.1800291715338,0.16496801376342773,N/A,success,
GAA_Algorithm_3,R109,R1,14,1465.5156044052171,0.6099743843078613,N/A,success,
GAA_Algorithm_1,R110,R1,8,1271.3301210536724,3.6940536499023438,N/A,success,
GAA_Algorithm_2,R110,R1,8,1172.1800291715338,0.16473126411437988,N/A,success,
GAA_Algorithm_3,R110,R1,12,1367.8203693554192,0.6607570648193359,N/A,success,
GAA_Algorithm_1,R111,R1,8,1392.7372141586459,2.5300426483154297,N/A,success,
GAA_Algorithm_2,R111,R1,8,1172.1800291715338,0.1662914752960205,N/A,success,
GAA_Algorithm_3,R111,R1,13,1328.948291065708,0.6663217544555664,N/A,success,
GAA_Algorithm_1,R112,R1,8,1351.6204441270556,3.125713586807251,N/A,success,
GAA_Algorithm_2,R112,R1,8,1172.1800291715338,0.16110849380493164,N/A,success,
GAA_Algorithm_3,R112,R1,11,1228.2957939133044,0.660639762878418,N/A,success,
GAA_Algorithm_1,R201,R2,8,1295.869380467507,2.8846123218536377,N/A,success,
GAA_Algorithm_2,R201,R2,8,1172.1800291715338,0.15700197219848633,N/A,success,
GAA_Algorithm_3,R201,R2,8,1160.1387854138598,0.9770369529724121,N/A,success,
GAA_Algorithm_1,R202,R2,8,1344.298140158541,2.5308120250701904,N/A,success,
GAA_Algorithm_2,R202,R2,8,1172.1800291715338,0.15665292739868164,N/A,success,
GAA_Algorithm_3,R202,R2,8,1131.944963010297,0.9432859420776367,N/A,success,
GAA_Algorithm_1,R203,R2,8,1339.9927887937176,3.458731174468994,N/A,success,
GAA_Algorithm_2,R203,R2,8,1172.1800291715338,0.1571030616760254,N/A,success,
GAA_Algorithm_3,R203,R2,8,1050.878396224219,1.0055768489837646,N/A,success,
GAA_Algorithm_1,R204,R2,8,1275.9094077227346,3.49922776222229,N/A,success,
GAA_Algorithm_2,R204,R2,8,1172.1800291715338,0.15747356414794922,N/A,success,
GAA_Algorithm_3,R204,R2,7,1018.2067041012627,1.0317604541778564,N/A,success,
GAA_Algorithm_1,R205,R2,8,1313.2181876840573,2.159181594848633,N/A,success,
GAA_Algorithm_2,R205,R2,8,1172.1800291715338,0.16007304191589355,N/A,success,
GAA_Algorithm_3,R205,R2,7,1067.094114519817,1.0033843517303467,N/A,success,
GAA_Algorithm_1,R206,R2,8,1483.1889345283125,2.9315402507781982,N/A,success,
GAA_Algorithm_2,R206,R2,8,1172.1800291715338,0.15854167938232422,N/A,success,
GAA_Algorithm_3,R206,R2,8,1055.815025532367,1.006127119064331,N/A,success,
GAA_Algorithm_1,R207,R2,8,1335.042697486502,2.5237183570861816,N/A,success,
GAA_Algorithm_2,R207,R2,8,1172.1800291715338,0.15587115287780762,N/A,success,
GAA_Algorithm_3,R207,R2,7,1021.5587445410616,1.0050508975982666,N/A,success,
GAA_Algorithm_1,R208,R2,8,1292.9383851140806,3.6862502098083496,N/A,success,
GAA_Algorithm_2,R208,R2,8,1172.1800291715338,0.1572265625,N/A,success,
GAA_Algorithm_3,R208,R2,7,1003.7083533666079,0.9925103187561035,N/A,success,
GAA_Algorithm_1,R209,R2,8,1424.6918177624443,2.4070522785186768,N/A,success,
GAA_Algorithm_2,R209,R2,8,1172.1800291715338,0.19961166381835938,N/A,success,
GAA_Algorithm_3,R209,R2,7,1064.808617040968,1.0118801593780518,N/A,success,
GAA_Algorithm_1,R210,R2,8,1212.658853163821,3.1652755737304688,N/A,success,
GAA_Algorithm_2,R210,R2,8,1172.1800291715338,0.15880465507507324,N/A,success,
GAA_Algorithm_3,R210,R2,7,979.435523232594,1.0502698421478271,N/A,success,
GAA_Algorithm_1,R211,R2,8,1500.3058112340673,2.716322898864746,N/A,success,
GAA_Algorithm_2,R211,R2,8,1172.1800291715338,0.16077160835266113,N/A,success,
GAA_Algorithm_3,R211,R2,7,979.435523232594,1.0173466205596924,N/A,success,
GAA_Algorithm_1,RC101,RC1,9,1669.4401191442964,2.916405439376831,N/A,success,
GAA_Algorithm_2,RC101,RC1,9,1257.722710887136,0.17943906784057617,N/A,success,
GAA_Algorithm_3,RC101,RC1,18,2181.377446212613,0.4191856384277344,N/A,success,
GAA_Algorithm_1,RC102,RC1,9,1793.8060291938907,2.6573314666748047,N/A,success,
GAA_Algorithm_2,RC102,RC1,9,1257.722710887136,0.17534613609313965,N/A,success,
GAA_Algorithm_3,RC102,RC1,15,2046.3838854559087,0.5272154808044434,N/A,success,
GAA_Algorithm_1,RC103,RC1,9,1825.311292365767,2.964252471923828,N/A,success,
GAA_Algorithm_2,RC103,RC1,9,1257.722710887136,0.1778547763824463,N/A,success,
GAA_Algorithm_3,RC103,RC1,14,1769.3817458761093,0.5979483127593994,N/A,success,
GAA_Algorithm_1,RC104,RC1,9,1773.3609903628462,2.647570848464966,N/A,success,
GAA_Algorithm_2,RC104,RC1,9,1257.722710887136,0.17944002151489258,N/A,success,
GAA_Algorithm_3,RC104,RC1,12,1546.3592545179545,0.6137423515319824,N/A,success,
GAA_Algorithm_1,RC105,RC1,9,1637.0159413417266,4.017075061798096,N/A,success,
GAA_Algorithm_2,RC105,RC1,9,1257.722710887136,0.1818692684173584,N/A,success,
GAA_Algorithm_3,RC105,RC1,16,2050.8299508320947,0.4868485927581787,N/A,success,
GAA_Algorithm_1,RC106,RC1,9,1891.4166641513111,2.927532434463501,N/A,success,
GAA_Algorithm_2,RC106,RC1,9,1257.722710887136,0.18282318115234375,N/A,success,
GAA_Algorithm_3,RC106,RC1,14,1848.5776687342127,0.4932565689086914,N/A,success,
GAA_Algorithm_1,RC107,RC1,9,1732.1605853420656,3.437816619873047,N/A,success,
GAA_Algorithm_2,RC107,RC1,9,1257.722710887136,0.1853160858154297,N/A,success,
GAA_Algorithm_3,RC107,RC1,13,1659.1882662615408,0.5483567714691162,N/A,success,
GAA_Algorithm_1,RC108,RC1,9,1893.6861412152348,2.95266056060791,N/A,success,
GAA_Algorithm_2,RC108,RC1,9,1257.722710887136,0.17857885360717773,N/A,success,
GAA_Algorithm_3,RC108,RC1,12,1508.1579337906585,0.590341329574585,N/A,success,
GAA_Algorithm_1,RC201,RC2,9,1589.86222783239,4.297271251678467,N/A,success,
GAA_Algorithm_2,RC201,RC2,9,1257.722710887136,0.17900919914245605,N/A,success,
GAA_Algorithm_3,RC201,RC2,9,1313.8259011375305,0.7647702693939209,N/A,success,
GAA_Algorithm_1,RC202,RC2,9,1653.7992471644188,2.8115015029907227,N/A,success,
GAA_Algorithm_2,RC202,RC2,9,1257.722710887136,0.1785118579864502,N/A,success,
GAA_Algorithm_3,RC202,RC2,9,1222.0937425025968,0.7792782783508301,N/A,success,
GAA_Algorithm_1,RC203,RC2,9,1884.8644078962552,3.52321195602417,N/A,success,
GAA_Algorithm_2,RC203,RC2,9,1257.722710887136,0.18007254600524902,N/A,success,
GAA_Algorithm_3,RC203,RC2,9,1237.7967010886364,0.7725863456726074,N/A,success,
GAA_Algorithm_1,RC204,RC2,9,1758.7051738971113,3.9556283950805664,N/A,success,
GAA_Algorithm_2,RC204,RC2,9,1257.722710887136,0.17757797241210938,N/A,success,
GAA_Algorithm_3,RC204,RC2,9,1185.0244778686035,0.7567348480224609,N/A,success,
GAA_Algorithm_1,RC205,RC2,9,1844.2210317281472,3.12074613571167,N/A,success,
GAA_Algorithm_2,RC205,RC2,9,1257.722710887136,0.17982769012451172,N/A,success,
GAA_Algorithm_3,RC205,RC2,9,1150.6244457427424,0.8080461025238037,N/A,success,
GAA_Algorithm_1,RC206,RC2,9,1829.385014888885,3.158705472946167,N/A,success,
GAA_Algorithm_2,RC206,RC2,9,1257.722710887136,0.1797494888305664,N/A,success,
GAA_Algorithm_3,RC206,RC2,9,1227.5404605229849,0.7860250473022461,N/A,success,
GAA_Algorithm_1,RC207,RC2,9,1721.959400134688,3.4564521312713623,N/A,success,
GAA_Algorithm_2,RC207,RC2,9,1257.722710887136,0.17750215530395508,N/A,success,
