algorithm,instance_id,family,k_final,d_final,time_sec,hit,status,error
GAA_Algorithm_1,C101,C1,10,1521.9787092030783,5.812840700149536,N/A,success,
GAA_Algorithm_2,C101,C1,10,1103.201642272962,0.19419264793395996,N/A,success,
GAA_Algorithm_3,C101,C1,15,1835.9157898955027,0.5803923606872559,N/A,success,
GAA_Algorithm_1,C102,C1,10,1461.36903737568,5.616162061691284,N/A,success,
GAA_Algorithm_2,C102,C1,10,1103.201642272962,0.1872730255126953,N/A,success,
GAA_Algorithm_3,C102,C1,14,1868.2668662588653,0.6430578231811523,N/A,success,
GAA_Algorithm_1,C103,C1,10,1504.5004253520794,4.889637231826782,N/A,success,
GAA_Algorithm_2,C103,C1,10,1103.201642272962,0.18853306770324707,N/A,success,
GAA_Algorithm_3,C103,C1,11,1629.022996958937,0.7729041576385498,N/A,success,
GAA_Algorithm_1,C104,C1,10,1491.1846814345274,5.273581504821777,N/A,success,
GAA_Algorithm_2,C104,C1,10,1103.201642272962,0.18581390380859375,N/A,success,
GAA_Algorithm_3,C104,C1,12,1451.4964259038152,0.7644238471984863,N/A,success,
GAA_Algorithm_1,C105,C1,10,1466.7375143913632,5.402887582778931,N/A,success,
GAA_Algorithm_2,C105,C1,10,1103.201642272962,0.18465757369995117,N/A,success,
GAA_Algorithm_3,C105,C1,14,1813.3443697676894,0.5499186515808105,N/A,success,
GAA_Algorithm_1,C106,C1,10,1391.5077427239341,5.243438482284546,N/A,success,
GAA_Algorithm_2,C106,C1,10,1103.201642272962,0.18460321426391602,N/A,success,
GAA_Algorithm_3,C106,C1,14,1772.8187537725396,0.5587129592895508,N/A,success,
GAA_Algorithm_1,C107,C1,10,1494.3092728454424,5.289454221725464,N/A,success,
GAA_Algorithm_2,C107,C1,10,1103.201642272962,0.18895840644836426,N/A,success,
GAA_Algorithm_3,C107,C1,14,1825.734950165757,0.5427780151367188,N/A,success,
GAA_Algorithm_1,C108,C1,10,1532.1318412774322,4.917048215866089,N/A,success,
GAA_Algorithm_2,C108,C1,10,1103.201642272962,0.18534088134765625,N/A,success,
GAA_Algorithm_3,C108,C1,12,1601.3409906892434,0.6184558868408203,N/A,success,
GAA_Algorithm_1,C109,C1,10,1503.1208079563887,4.6774961948394775,N/A,success,
GAA_Algorithm_2,C109,C1,10,1103.201642272962,0.18398237228393555,N/A,success,
GAA_Algorithm_3,C109,C1,12,1661.207164687704,0.6452665328979492,N/A,success,
GAA_Algorithm_1,C201,C2,10,1822.6793187131548,5.028589248657227,N/A,success,
GAA_Algorithm_2,C201,C2,10,1148.7828528547925,0.18383550643920898,N/A,success,
GAA_Algorithm_3,C201,C2,10,1188.300881677972,0.8126990795135498,N/A,success,
GAA_Algorithm_1,C202,C2,10,1657.4139272659925,4.879268646240234,N/A,success,
GAA_Algorithm_2,C202,C2,10,1148.7828528547925,0.1806623935699463,N/A,success,
GAA_Algorithm_3,C202,C2,9,1214.2633153449974,0.7934854030609131,N/A,success,
GAA_Algorithm_1,C203,C2,10,1762.3672706013708,4.810143232345581,N/A,success,
GAA_Algorithm_2,C203,C2,10,1148.7828528547925,0.17615413665771484,N/A,success,
GAA_Algorithm_3,C203,C2,10,1204.8999444501014,0.7774696350097656,N/A,success,
GAA_Algorithm_1,C204,C2,10,1661.8032275499606,4.925731897354126,N/A,success,
GAA_Algorithm_2,C204,C2,10,1148.7828528547925,0.18289589881896973,N/A,success,
GAA_Algorithm_3,C204,C2,10,1237.6907295741676,0.8188109397888184,N/A,success,
GAA_Algorithm_1,C205,C2,10,1744.5818793197834,5.164408445358276,N/A,success,
GAA_Algorithm_2,C205,C2,10,1148.7828528547925,0.18238234519958496,N/A,success,
GAA_Algorithm_3,C205,C2,10,1168.983190391995,0.8230865001678467,N/A,success,
GAA_Algorithm_1,C206,C2,10,1734.2277807587734,5.1290223598480225,N/A,success,
GAA_Algorithm_2,C206,C2,10,1148.7828528547925,0.18181729316711426,N/A,success,
GAA_Algorithm_3,C206,C2,10,1134.3482633081046,0.8106954097747803,N/A,success,
