algorithm,instance_id,family,k_final,d_final,time_sec,status,error
GAA_Algorithm_1,R101,R1,1,702.4451355313403,0.16917991638183594,success,
GAA_Algorithm_2,R101,R1,1,177.66898200662393,0.0632164478302002,success,
GAA_Algorithm_3,R101,R1,20,1918.9730412476035,0.47919392585754395,success,
GAA_Algorithm_1,R102,R1,1,724.6810241372077,0.16912174224853516,success,
GAA_Algorithm_2,R102,R1,1,177.66898200662393,0.06052803993225098,success,
GAA_Algorithm_3,R102,R1,19,1896.3451530965842,0.5914943218231201,success,
GAA_Algorithm_1,R103,R1,1,705.9782122061471,0.16945648193359375,success,
GAA_Algorithm_2,R103,R1,1,177.66898200662393,0.06265854835510254,success,
GAA_Algorithm_3,R103,R1,15,1583.53454367954,0.6473948955535889,success,
GAA_Algorithm_1,R104,R1,1,720.4384824042994,0.16500163078308105,success,
GAA_Algorithm_2,R104,R1,1,177.66898200662393,0.06299996376037598,success,
GAA_Algorithm_3,R104,R1,11,1239.4339893445847,0.7361834049224854,success,
GAA_Algorithm_1,R105,R1,1,744.7373646800227,0.1659250259399414,success,
GAA_Algorithm_2,R105,R1,1,177.66898200662393,0.0635683536529541,success,
GAA_Algorithm_3,R105,R1,16,1606.2052147348402,0.5492992401123047,success,
GAA_Algorithm_1,R106,R1,1,709.2167411560015,0.1689615249633789,success,
GAA_Algorithm_2,R106,R1,1,177.66898200662393,0.06652593612670898,success,
GAA_Algorithm_3,R106,R1,16,1658.1193202808224,0.6189014911651611,success,
GAA_Algorithm_1,R107,R1,1,713.949484813908,0.16553759574890137,success,
GAA_Algorithm_2,R107,R1,1,177.66898200662393,0.06283736228942871,success,
GAA_Algorithm_3,R107,R1,14,1472.1475144689014,0.6707019805908203,success,
GAA_Algorithm_1,R108,R1,1,732.0618959331147,0.17432951927185059,success,
GAA_Algorithm_2,R108,R1,1,177.66898200662393,0.06261897087097168,success,
GAA_Algorithm_3,R108,R1,11,1286.6958070262056,0.7602443695068359,success,
GAA_Algorithm_1,R109,R1,1,686.1042180441406,0.16601800918579102,success,
GAA_Algorithm_2,R109,R1,1,177.66898200662393,0.06301379203796387,success,
GAA_Algorithm_3,R109,R1,14,1465.5156044052171,0.628321647644043,success,
GAA_Algorithm_1,R110,R1,1,725.9077534496399,0.16989922523498535,success,
GAA_Algorithm_2,R110,R1,1,177.66898200662393,0.06307458877563477,success,
GAA_Algorithm_3,R110,R1,12,1367.8203693554192,0.6769232749938965,success,
GAA_Algorithm_1,R111,R1,1,700.9744674032047,0.16851472854614258,success,
GAA_Algorithm_2,R111,R1,1,177.66898200662393,0.06311440467834473,success,
GAA_Algorithm_3,R111,R1,13,1328.948291065708,0.6846539974212646,success,
GAA_Algorithm_1,R112,R1,1,708.890990915759,0.17235088348388672,success,
GAA_Algorithm_2,R112,R1,1,177.66898200662393,0.0636587142944336,success,
GAA_Algorithm_3,R112,R1,11,1228.2957939133044,0.7097611427307129,success,
