algorithm,d_bks,d_final,delta_K,family,feasible,gap_distance,gap_percent,hit,instance_id,k_bks,k_final,reached_K_BKS,status,time_sec
GAA_Algorithm_3,1486.85859,1896.3451530965842,2,R1,False,,,False,R102,17,19,False,success,0.5945906639099121
GAA_Algorithm_1,1292.67493,1401.9104281950233,-5,R1,False,,,False,R103,13,8,False,success,2.810457944869995
GAA_Algorithm_2,1292.67493,1172.1800291715338,-5,R1,False,,,False,R103,13,8,False,success,0.17024588584899902
GAA_Algorithm_3,1292.67493,1583.53454367954,2,R1,False,,,False,R103,13,15,False,success,0.6673181056976318
GAA_Algorithm_1,1007.31005,1262.523276835775,-1,R1,False,,,False,R104,9,8,False,success,3.566985607147217
GAA_Algorithm_2,1007.31005,1172.1800291715338,-1,R1,False,,,False,R104,9,8,False,success,0.17249059677124023
GAA_Algorithm_3,1007.31005,1239.4339893445847,2,R1,False,,,False,R104,9,11,False,success,0.7479104995727539
GAA_Algorithm_1,1377.11046,1398.0246961159207,-6,R1,False,,,False,R105,14,8,False,success,2.924752712249756
GAA_Algorithm_2,1377.11046,1172.1800291715338,-6,R1,False,,,False,R105,14,8,False,success,0.16983270645141602
GAA_Algorithm_3,1377.11046,1606.2052147348402,2,R1,False,,,False,R105,14,16,False,success,0.5436975955963135
GAA_Algorithm_1,1252.03013,1430.2290438474902,-4,R1,False,,,False,R106,12,8,False,success,3.338935136795044
GAA_Algorithm_2,1252.03013,1172.1800291715338,-4,R1,False,,,False,R106,12,8,False,success,0.17109012603759766
GAA_Algorithm_3,1252.03013,1658.1193202808224,4,R1,False,,,False,R106,12,16,False,success,0.6116914749145508
GAA_Algorithm_1,1104.65547,1317.5601481425956,-2,R1,False,,,False,R107,10,8,False,success,3.555600643157959
GAA_Algorithm_2,1104.65547,1172.1800291715338,-2,R1,False,,,False,R107,10,8,False,success,0.16893267631530762
GAA_Algorithm_3,1104.65547,1472.1475144689014,4,R1,False,,,False,R107,10,14,False,success,0.6801345348358154
GAA_Algorithm_1,960.87528,1408.6035541567367,-1,R1,False,,,False,R108,9,8,False,success,3.2995219230651855
GAA_Algorithm_2,960.87528,1172.1800291715338,-1,R1,False,,,False,R108,9,8,False,success,0.17141938209533691
GAA_Algorithm_3,960.87528,1286.6958070262056,2,R1,False,,,False,R108,9,11,False,success,0.7626903057098389
GAA_Algorithm_1,1194.73359,1282.9823440508333,-3,R1,False,,,False,R109,11,8,False,success,3.6453640460968018
GAA_Algorithm_2,1194.73359,1172.1800291715338,-3,R1,False,,,False,R109,11,8,False,success,0.17055845260620117
GAA_Algorithm_3,1194.73359,1465.5156044052171,3,R1,False,,,False,R109,11,14,False,success,0.6199417114257812
GAA_Algorithm_1,1118.83808,1271.3301210536724,-2,R1,False,,,False,R110,10,8,False,success,3.7343788146972656
GAA_Algorithm_2,1118.83808,1172.1800291715338,-2,R1,False,,,False,R110,10,8,False,success,0.1701805591583252
GAA_Algorithm_3,1118.83808,1367.8203693554192,2,R1,False,,,False,R110,10,12,False,success,0.6713495254516602
GAA_Algorithm_1,1096.72605,1392.7372141586459,-2,R1,False,,,False,R111,10,8,False,success,2.5666747093200684
GAA_Algorithm_2,1096.72605,1172.1800291715338,-2,R1,False,,,False,R111,10,8,False,success,0.17042756080627441
GAA_Algorithm_3,1096.72605,1328.948291065708,3,R1,False,,,False,R111,10,13,False,success,0.687279462814331
GAA_Algorithm_1,982.13919,1351.6204441270556,-1,R1,False,,,False,R112,9,8,False,success,3.170057773590088
GAA_Algorithm_2,982.13919,1172.1800291715338,-1,R1,False,,,False,R112,9,8,False,success,0.16118192672729492
GAA_Algorithm_3,982.13919,1228.2957939133044,2,R1,False,,,False,R112,9,11,False,success,0.6429281234741211
GAA_Algorithm_1,1252.37074,1295.869380467507,4,R2,False,,,False,R201,4,8,False,success,2.9785027503967285
GAA_Algorithm_2,1252.37074,1172.1800291715338,4,R2,False,,,False,R201,4,8,False,success,0.15839385986328125
GAA_Algorithm_3,1252.37074,1160.1387854138598,4,R2,False,,,False,R201,4,8,False,success,0.9848382472991943
GAA_Algorithm_1,1191.70252,1344.298140158541,5,R2,False,,,False,R202,3,8,False,success,2.5284016132354736
GAA_Algorithm_2,1191.70252,1172.1800291715338,5,R2,False,,,False,R202,3,8,False,success,0.15979909896850586
GAA_Algorithm_3,1191.70252,1131.944963010297,5,R2,False,,,False,R202,3,8,False,success,0.9429130554199219
GAA_Algorithm_1,939.50286,1339.9927887937176,5,R2,False,,,False,R203,3,8,False,success,3.41721773147583
GAA_Algorithm_2,939.50286,1172.1800291715338,5,R2,False,,,False,R203,3,8,False,success,0.15587902069091797
GAA_Algorithm_3,939.50286,1050.878396224219,5,R2,False,,,False,R203,3,8,False,success,0.9741814136505127
GAA_Algorithm_1,825.5188,1275.9094077227346,6,R2,False,,,False,R204,2,8,False,success,3.4883251190185547
GAA_Algorithm_2,825.5188,1172.1800291715338,6,R2,False,,,False,R204,2,8,False,success,0.15990018844604492
GAA_Algorithm_3,825.5188,1018.2067041012627,5,R2,False,,,False,R204,2,7,False,success,1.0346636772155762
GAA_Algorithm_1,994.42722,1313.2181876840573,5,R2,False,,,False,R205,3,8,False,success,2.17265248298645
GAA_Algorithm_2,994.42722,1172.1800291715338,5,R2,False,,,False,R205,3,8,False,success,0.15849590301513672
GAA_Algorithm_3,994.42722,1067.094114519817,4,R2,False,,,False,R205,3,7,False,success,1.0397717952728271
GAA_Algorithm_1,906.14164,1483.1889345283125,5,R2,False,,,False,R206,3,8,False,success,2.902109146118164
GAA_Algorithm_2,906.14164,1172.1800291715338,5,R2,False,,,False,R206,3,8,False,success,0.15781474113464355
GAA_Algorithm_3,906.14164,1055.815025532367,5,R2,False,,,False,R206,3,8,False,success,1.013805866241455
GAA_Algorithm_1,890.60784,1335.042697486502,6,R2,False,,,False,R207,2,8,False,success,2.5105113983154297
GAA_Algorithm_2,890.60784,1172.1800291715338,6,R2,False,,,False,R207,2,8,False,success,0.15817546844482422
GAA_Algorithm_3,890.60784,1021.5587445410616,5,R2,False,,,False,R207,2,7,False,success,1.0084455013275146
GAA_Algorithm_1,726.82234,1292.9383851140806,6,R2,False,,,False,R208,2,8,False,success,3.659874200820923
GAA_Algorithm_2,726.82234,1172.1800291715338,6,R2,False,,,False,R208,2,8,False,success,0.15912413597106934
GAA_Algorithm_3,726.82234,1003.7083533666079,5,R2,False,,,False,R208,2,7,False,success,0.9991734027862549
GAA_Algorithm_1,909.16288,1424.6918177624443,5,R2,False,,,False,R209,3,8,False,success,2.31925892829895
GAA_Algorithm_2,909.16288,1172.1800291715338,5,R2,False,,,False,R209,3,8,False,success,0.15942788124084473
GAA_Algorithm_3,909.16288,1064.808617040968,4,R2,False,,,False,R209,3,7,False,success,1.015765905380249
GAA_Algorithm_1,939.37224,1212.658853163821,5,R2,False,,,False,R210,3,8,False,success,3.198169469833374
GAA_Algorithm_2,939.37224,1172.1800291715338,5,R2,False,,,False,R210,3,8,False,success,0.15962719917297363
GAA_Algorithm_3,939.37224,979.435523232594,4,R2,False,,,False,R210,3,7,False,success,1.0769190788269043
GAA_Algorithm_1,885.71093,1500.3058112340673,6,R2,False,,,False,R211,2,8,False,success,2.642613649368286
GAA_Algorithm_2,885.71093,1172.1800291715338,6,R2,False,,,False,R211,2,8,False,success,0.159409761428833
GAA_Algorithm_3,885.71093,979.435523232594,5,R2,False,,,False,R211,2,7,False,success,1.0212297439575195
GAA_Algorithm_1,1696.94871,1669.4401191442964,-5,RC1,False,,,False,RC101,14,9,False,success,2.875295400619507
GAA_Algorithm_2,1696.94871,1257.722710887136,-5,RC1,False,,,False,RC101,14,9,False,success,0.18178582191467285
GAA_Algorithm_3,1696.94871,2181.377446212613,4,RC1,False,,,False,RC101,14,18,False,success,0.4147059917449951
GAA_Algorithm_1,1554.74684,1793.8060291938907,-3,RC1,False,,,False,RC102,12,9,False,success,2.6518301963806152
GAA_Algorithm_2,1554.74684,1257.722710887136,-3,RC1,False,,,False,RC102,12,9,False,success,0.17895865440368652
GAA_Algorithm_3,1554.74684,2046.3838854559087,3,RC1,False,,,False,RC102,12,15,False,success,0.5302731990814209
GAA_Algorithm_1,1261.67143,1825.311292365767,-2,RC1,False,,,False,RC103,11,9,False,success,2.9520671367645264
GAA_Algorithm_2,1261.67143,1257.722710887136,-2,RC1,False,,,False,RC103,11,9,False,success,0.18042945861816406
GAA_Algorithm_3,1261.67143,1769.3817458761093,3,RC1,False,,,False,RC103,11,14,False,success,0.5691184997558594
GAA_Algorithm_1,1135.47902,1773.3609903628462,-1,RC1,False,,,False,RC104,10,9,False,success,2.650609016418457
GAA_Algorithm_2,1135.47902,1257.722710887136,-1,RC1,False,,,False,RC104,10,9,False,success,0.18060088157653809
GAA_Algorithm_3,1135.47902,1546.3592545179545,2,RC1,False,,,False,RC104,10,12,False,success,0.6048309803009033
GAA_Algorithm_1,1629.43589,1637.0159413417266,-4,RC1,False,,,False,RC105,13,9,False,success,3.9275715351104736
GAA_Algorithm_2,1629.43589,1257.722710887136,-4,RC1,False,,,False,RC105,13,9,False,success,0.18079257011413574
GAA_Algorithm_3,1629.43589,2050.8299508320947,3,RC1,False,,,False,RC105,13,16,False,success,0.4809455871582031
GAA_Algorithm_1,1424.73327,1891.4166641513111,-2,RC1,False,,,False,RC106,11,9,False,success,2.887988567352295
GAA_Algorithm_2,1424.73327,1257.722710887136,-2,RC1,False,,,False,RC106,11,9,False,success,0.17878055572509766
GAA_Algorithm_3,1424.73327,1848.5776687342127,3,RC1,False,,,False,RC106,11,14,False,success,0.4916098117828369
GAA_Algorithm_1,1230.47709,1732.1605853420656,-2,RC1,False,,,False,RC107,11,9,False,success,3.3834362030029297
GAA_Algorithm_2,1230.47709,1257.722710887136,-2,RC1,False,,,False,RC107,11,9,False,success,0.1869347095489502
GAA_Algorithm_3,1230.47709,1659.1882662615408,2,RC1,False,,,False,RC107,11,13,False,success,0.5415663719177246
GAA_Algorithm_1,1139.82108,1893.6861412152348,-1,RC1,False,,,False,RC108,10,9,False,success,2.864168643951416
GAA_Algorithm_2,1139.82108,1257.722710887136,-1,RC1,False,,,False,RC108,10,9,False,success,0.1808912754058838
GAA_Algorithm_3,1139.82108,1508.1579337906585,2,RC1,False,,,False,RC108,10,12,False,success,0.5918574333190918
GAA_Algorithm_1,1406.93961,1589.86222783239,5,RC2,False,,,False,RC201,4,9,False,success,4.28579568862915
GAA_Algorithm_2,1406.93961,1257.722710887136,5,RC2,False,,,False,RC201,4,9,False,success,0.18042373657226562
GAA_Algorithm_3,1406.93961,1313.8259011375305,5,RC2,False,,,False,RC201,4,9,False,success,0.7680466175079346
GAA_Algorithm_1,1365.64462,1653.7992471644188,6,RC2,False,,,False,RC202,3,9,False,success,2.8259084224700928
GAA_Algorithm_2,1365.64462,1257.722710887136,6,RC2,False,,,False,RC202,3,9,False,success,0.18386077880859375
GAA_Algorithm_3,1365.64462,1222.0937425025968,6,RC2,False,,,False,RC202,3,9,False,success,0.827183723449707
GAA_Algorithm_1,1049.62383,1884.8644078962552,6,RC2,False,,,False,RC203,3,9,False,success,3.5372226238250732
GAA_Algorithm_2,1049.62383,1257.722710887136,6,RC2,False,,,False,RC203,3,9,False,success,0.1825103759765625
GAA_Algorithm_3,1049.62383,1237.7967010886364,6,RC2,False,,,False,RC203,3,9,False,success,0.7812135219573975
GAA_Algorithm_1,798.46323,1758.7051738971113,6,RC2,False,,,False,RC204,3,9,False,success,3.998274326324463
GAA_Algorithm_2,798.46323,1257.722710887136,6,RC2,False,,,False,RC204,3,9,False,success,0.18106818199157715
GAA_Algorithm_3,798.46323,1185.0244778686035,6,RC2,False,,,False,RC204,3,9,False,success,0.7562663555145264
GAA_Algorithm_1,1297.64736,1844.2210317281472,5,RC2,False,,,False,RC205,4,9,False,success,3.0529897212982178
GAA_Algorithm_2,1297.64736,1257.722710887136,5,RC2,False,,,False,RC205,4,9,False,success,0.18199825286865234
GAA_Algorithm_3,1297.64736,1150.6244457427424,5,RC2,False,,,False,RC205,4,9,False,success,0.8651361465454102
GAA_Algorithm_1,1146.31689,1829.385014888885,6,RC2,False,,,False,RC206,3,9,False,success,3.1872713565826416
GAA_Algorithm_2,1146.31689,1257.722710887136,6,RC2,False,,,False,RC206,3,9,False,success,0.17751669883728027
GAA_Algorithm_3,1146.31689,1227.5404605229849,6,RC2,False,,,False,RC206,3,9,False,success,0.7796814441680908
GAA_Algorithm_1,1061.1442,1721.959400134688,6,RC2,False,,,False,RC207,3,9,False,success,3.417288303375244
GAA_Algorithm_2,1061.1442,1257.722710887136,6,RC2,False,,,False,RC207,3,9,False,success,0.1827239990234375
GAA_Algorithm_3,1061.1442,1168.4167591891955,6,RC2,False,,,False,RC207,3,9,False,success,0.7592184543609619
GAA_Algorithm_1,828.1411,1485.5762951137156,6,RC2,False,,,False,RC208,3,9,False,success,5.575852870941162
GAA_Algorithm_2,828.1411,1257.722710887136,6,RC2,False,,,False,RC208,3,9,False,success,0.1926276683807373
GAA_Algorithm_3,828.1411,1124.5242007824409,6,RC2,False,,,False,RC208,3,9,False,success,0.7865195274353027
