algorithm,d_bks,d_final,delta_K,family,feasible,gap_distance,gap_percent,hit,instance_id,k_bks,k_final,reached_K_BKS,status,time_sec
GAA_Algorithm_1,828.93664,1521.9787092030783,0,C1,False,693.0420692030783,83.6061570644384,False,C101,10,10,True,success,5.619574069976807
GAA_Algorithm_2,828.93664,1103.201642272962,0,C1,False,274.2650022729621,33.08636499322338,False,C101,10,10,True,success,0.1956779956817627
GAA_Algorithm_3,828.93664,1835.9157898955027,5,C1,False,,,False,C101,10,15,False,success,0.552293062210083
GAA_Algorithm_1,828.93664,1461.36903737568,0,C1,False,632.4323973756799,76.294419483699,False,C102,10,10,True,success,5.592352390289307
GAA_Algorithm_2,828.93664,1103.201642272962,0,C1,False,274.2650022729621,33.08636499322338,False,C102,10,10,True,success,0.1910228729248047
GAA_Algorithm_3,828.93664,1868.2668662588653,4,C1,False,,,False,C102,10,14,False,success,0.6551668643951416
GAA_Algorithm_1,828.06464,1504.5004253520794,0,C1,False,676.4357853520794,81.68876590987864,False,C103,10,10,True,success,4.861161708831787
GAA_Algorithm_2,828.06464,1103.201642272962,0,C1,False,275.13700227296204,33.22651263951592,False,C103,10,10,True,success,0.1878199577331543
GAA_Algorithm_3,828.06464,1629.022996958937,1,C1,False,,,False,C103,10,11,False,success,0.7757370471954346
GAA_Algorithm_1,824.77646,1491.1846814345274,0,C1,False,666.4082214345274,80.79864711882385,False,C104,10,10,True,success,5.172690391540527
GAA_Algorithm_2,824.77646,1103.201642272962,0,C1,False,278.42518227296205,33.7576538342234,False,C104,10,10,True,success,0.18791675567626953
GAA_Algorithm_3,824.77646,1451.4964259038152,2,C1,False,,,False,C104,10,12,False,success,0.7591533660888672
GAA_Algorithm_1,828.93664,1466.7375143913632,0,C1,False,637.8008743913632,76.94205366424184,False,C105,10,10,True,success,5.284002780914307
GAA_Algorithm_2,828.93664,1103.201642272962,0,C1,False,274.2650022729621,33.08636499322338,False,C105,10,10,True,success,0.19115090370178223
GAA_Algorithm_3,828.93664,1813.3443697676894,4,C1,False,,,False,C105,10,14,False,success,0.5535778999328613
GAA_Algorithm_1,828.93664,1391.5077427239341,0,C1,False,562.5711027239341,67.86659867320307,False,C106,10,10,True,success,5.128124237060547
GAA_Algorithm_2,828.93664,1103.201642272962,0,C1,False,274.2650022729621,33.08636499322338,False,C106,10,10,True,success,0.18519067764282227
GAA_Algorithm_3,828.93664,1772.8187537725396,4,C1,False,,,False,C106,10,14,False,success,0.5621051788330078
GAA_Algorithm_1,828.93664,1494.3092728454424,0,C1,False,665.3726328454424,80.26821360501599,False,C107,10,10,True,success,5.252445459365845
GAA_Algorithm_2,828.93664,1103.201642272962,0,C1,False,274.2650022729621,33.08636499322338,False,C107,10,10,True,success,0.1875014305114746
GAA_Algorithm_3,828.93664,1825.734950165757,4,C1,False,,,False,C107,10,14,False,success,0.5581660270690918
GAA_Algorithm_1,828.93664,1532.1318412774322,0,C1,False,703.1952012774321,84.83099519855126,False,C108,10,10,True,success,5.155935287475586
GAA_Algorithm_2,828.93664,1103.201642272962,0,C1,False,274.2650022729621,33.08636499322338,False,C108,10,10,True,success,0.18976092338562012
GAA_Algorithm_3,828.93664,1601.3409906892434,2,C1,False,,,False,C108,10,12,False,success,0.6523849964141846
GAA_Algorithm_1,828.93664,1503.1208079563887,0,C1,False,674.1841679563887,81.33120620128321,False,C109,10,10,True,success,4.859799146652222
GAA_Algorithm_2,828.93664,1103.201642272962,0,C1,False,274.2650022729621,33.08636499322338,False,C109,10,10,True,success,0.19317078590393066
GAA_Algorithm_3,828.93664,1661.207164687704,2,C1,False,,,False,C109,10,12,False,success,0.6706194877624512
GAA_Algorithm_1,591.55626,1822.6793187131548,7,C2,False,,,False,C201,3,10,False,success,5.18558931350708
GAA_Algorithm_2,591.55626,1148.7828528547925,7,C2,False,,,False,C201,3,10,False,success,0.19424080848693848
GAA_Algorithm_3,591.55626,1188.300881677972,7,C2,False,,,False,C201,3,10,False,success,0.8634324073791504
GAA_Algorithm_1,591.55626,1657.4139272659925,7,C2,False,,,False,C202,3,10,False,success,5.170838832855225
GAA_Algorithm_2,591.55626,1148.7828528547925,7,C2,False,,,False,C202,3,10,False,success,0.18642807006835938
GAA_Algorithm_3,591.55626,1214.2633153449974,6,C2,False,,,False,C202,3,9,False,success,0.8292486667633057
GAA_Algorithm_1,591.17315,1762.3672706013708,7,C2,False,,,False,C203,3,10,False,success,4.948151350021362
GAA_Algorithm_2,591.17315,1148.7828528547925,7,C2,False,,,False,C203,3,10,False,success,0.18183636665344238
GAA_Algorithm_3,591.17315,1204.8999444501014,7,C2,False,,,False,C203,3,10,False,success,0.7848644256591797
GAA_Algorithm_1,590.59845,1661.8032275499606,7,C2,False,,,False,C204,3,10,False,success,5.08389687538147
GAA_Algorithm_2,590.59845,1148.7828528547925,7,C2,False,,,False,C204,3,10,False,success,0.18496227264404297
GAA_Algorithm_3,590.59845,1237.6907295741676,7,C2,False,,,False,C204,3,10,False,success,0.8526773452758789
GAA_Algorithm_1,588.87566,1744.5818793197834,7,C2,False,,,False,C205,3,10,False,success,5.396313667297363
GAA_Algorithm_2,588.87566,1148.7828528547925,7,C2,False,,,False,C205,3,10,False,success,0.20537161827087402
GAA_Algorithm_3,588.87566,1168.983190391995,7,C2,False,,,False,C205,3,10,False,success,0.8639938831329346
GAA_Algorithm_1,588.49255,1734.2277807587734,7,C2,False,,,False,C206,3,10,False,success,4.977810382843018
GAA_Algorithm_2,588.49255,1148.7828528547925,7,C2,False,,,False,C206,3,10,False,success,0.2086348533630371
GAA_Algorithm_3,588.49255,1134.3482633081046,7,C2,False,,,False,C206,3,10,False,success,0.8293323516845703
GAA_Algorithm_1,588.28602,1494.8241540044728,7,C2,False,,,False,C207,3,10,False,success,4.865710973739624
GAA_Algorithm_2,588.28602,1148.7828528547925,7,C2,False,,,False,C207,3,10,False,success,0.18097519874572754
GAA_Algorithm_3,588.28602,1211.3585658443226,7,C2,False,,,False,C207,3,10,False,success,0.8049063682556152
GAA_Algorithm_1,588.3235,1589.4520273305875,7,C2,False,,,False,C208,3,10,False,success,4.5132060050964355
GAA_Algorithm_2,588.3235,1148.7828528547925,7,C2,False,,,False,C208,3,10,False,success,0.2111034393310547
GAA_Algorithm_3,588.3235,1206.3340182622821,7,C2,False,,,False,C208,3,10,False,success,0.8174862861633301
GAA_Algorithm_1,1650.79864,1428.0713231339091,-11,R1,False,,,False,R101,19,8,False,success,3.5553581714630127
GAA_Algorithm_2,1650.79864,1172.1800291715338,-11,R1,False,,,False,R101,19,8,False,success,0.1727306842803955
GAA_Algorithm_3,1650.79864,1918.9730412476035,1,R1,False,,,False,R101,19,20,False,success,0.4544947147369385
GAA_Algorithm_1,1486.85859,1481.7413040109193,-9,R1,False,,,False,R102,17,8,False,success,2.6450178623199463
GAA_Algorithm_2,1486.85859,1172.1800291715338,-9,R1,False,,,False,R102,17,8,False,success,0.16742205619812012
GAA_Algorithm_3,1486.85859,1896.3451530965842,2,R1,False,,,False,R102,17,19,False,success,0.5941407680511475
GAA_Algorithm_1,1292.67493,1401.9104281950233,-5,R1,False,,,False,R103,13,8,False,success,2.812913417816162
GAA_Algorithm_2,1292.67493,1172.1800291715338,-5,R1,False,,,False,R103,13,8,False,success,0.1718454360961914
GAA_Algorithm_3,1292.67493,1583.53454367954,2,R1,False,,,False,R103,13,15,False,success,0.6476247310638428
GAA_Algorithm_1,1007.31005,1262.523276835775,-1,R1,False,,,False,R104,9,8,False,success,3.5366337299346924
GAA_Algorithm_2,1007.31005,1172.1800291715338,-1,R1,False,,,False,R104,9,8,False,success,0.16962337493896484
GAA_Algorithm_3,1007.31005,1239.4339893445847,2,R1,False,,,False,R104,9,11,False,success,0.7437613010406494
GAA_Algorithm_1,1377.11046,1398.0246961159207,-6,R1,False,,,False,R105,14,8,False,success,2.9203290939331055
GAA_Algorithm_2,1377.11046,1172.1800291715338,-6,R1,False,,,False,R105,14,8,False,success,0.1653590202331543
GAA_Algorithm_3,1377.11046,1606.2052147348402,2,R1,False,,,False,R105,14,16,False,success,0.5464074611663818
GAA_Algorithm_1,1252.03013,1430.2290438474902,-4,R1,False,,,False,R106,12,8,False,success,3.375833511352539
GAA_Algorithm_2,1252.03013,1172.1800291715338,-4,R1,False,,,False,R106,12,8,False,success,0.17065906524658203
GAA_Algorithm_3,1252.03013,1658.1193202808224,4,R1,False,,,False,R106,12,16,False,success,0.6159617900848389
GAA_Algorithm_1,1104.65547,1317.5601481425956,-2,R1,False,,,False,R107,10,8,False,success,3.5391688346862793
GAA_Algorithm_2,1104.65547,1172.1800291715338,-2,R1,False,,,False,R107,10,8,False,success,0.17606163024902344
GAA_Algorithm_3,1104.65547,1472.1475144689014,4,R1,False,,,False,R107,10,14,False,success,0.6790640354156494
GAA_Algorithm_1,960.87528,1408.6035541567367,-1,R1,False,,,False,R108,9,8,False,success,3.242218017578125
GAA_Algorithm_2,960.87528,1172.1800291715338,-1,R1,False,,,False,R108,9,8,False,success,0.17084002494812012
GAA_Algorithm_3,960.87528,1286.6958070262056,2,R1,False,,,False,R108,9,11,False,success,0.7684371471405029
GAA_Algorithm_1,1194.73359,1282.9823440508333,-3,R1,False,,,False,R109,11,8,False,success,3.620215892791748
GAA_Algorithm_2,1194.73359,1172.1800291715338,-3,R1,False,,,False,R109,11,8,False,success,0.1711866855621338
GAA_Algorithm_3,1194.73359,1465.5156044052171,3,R1,False,,,False,R109,11,14,False,success,0.7104823589324951
GAA_Algorithm_1,1118.83808,1271.3301210536724,-2,R1,False,,,False,R110,10,8,False,success,3.7970759868621826
GAA_Algorithm_2,1118.83808,1172.1800291715338,-2,R1,False,,,False,R110,10,8,False,success,0.18114185333251953
GAA_Algorithm_3,1118.83808,1367.8203693554192,2,R1,False,,,False,R110,10,12,False,success,0.6984319686889648
GAA_Algorithm_1,1096.72605,1392.7372141586459,-2,R1,False,,,False,R111,10,8,False,success,2.635895252227783
GAA_Algorithm_2,1096.72605,1172.1800291715338,-2,R1,False,,,False,R111,10,8,False,success,0.17023134231567383
GAA_Algorithm_3,1096.72605,1328.948291065708,3,R1,False,,,False,R111,10,13,False,success,0.6880133152008057
GAA_Algorithm_1,982.13919,1351.6204441270556,-1,R1,False,,,False,R112,9,8,False,success,3.154426097869873
GAA_Algorithm_2,982.13919,1172.1800291715338,-1,R1,False,,,False,R112,9,8,False,success,0.15860915184020996
GAA_Algorithm_3,982.13919,1228.2957939133044,2,R1,False,,,False,R112,9,11,False,success,0.6385650634765625
GAA_Algorithm_1,1252.37074,1295.869380467507,4,R2,False,,,False,R201,4,8,False,success,2.8741703033447266
GAA_Algorithm_2,1252.37074,1172.1800291715338,4,R2,False,,,False,R201,4,8,False,success,0.15677213668823242
GAA_Algorithm_3,1252.37074,1160.1387854138598,4,R2,False,,,False,R201,4,8,False,success,0.9832181930541992
GAA_Algorithm_1,1191.70252,1344.298140158541,5,R2,False,,,False,R202,3,8,False,success,2.538496255874634
GAA_Algorithm_2,1191.70252,1172.1800291715338,5,R2,False,,,False,R202,3,8,False,success,0.15769219398498535
GAA_Algorithm_3,1191.70252,1131.944963010297,5,R2,False,,,False,R202,3,8,False,success,0.9432327747344971
GAA_Algorithm_1,939.50286,1339.9927887937176,5,R2,False,,,False,R203,3,8,False,success,3.458519220352173
GAA_Algorithm_2,939.50286,1172.1800291715338,5,R2,False,,,False,R203,3,8,False,success,0.15773916244506836
GAA_Algorithm_3,939.50286,1050.878396224219,5,R2,False,,,False,R203,3,8,False,success,0.9732043743133545
GAA_Algorithm_1,825.5188,1275.9094077227346,6,R2,False,,,False,R204,2,8,False,success,3.544511318206787
GAA_Algorithm_2,825.5188,1172.1800291715338,6,R2,False,,,False,R204,2,8,False,success,0.15542364120483398
GAA_Algorithm_3,825.5188,1018.2067041012627,5,R2,False,,,False,R204,2,7,False,success,1.0300073623657227
GAA_Algorithm_1,994.42722,1313.2181876840573,5,R2,False,,,False,R205,3,8,False,success,2.134793519973755
GAA_Algorithm_2,994.42722,1172.1800291715338,5,R2,False,,,False,R205,3,8,False,success,0.16311025619506836
GAA_Algorithm_3,994.42722,1067.094114519817,4,R2,False,,,False,R205,3,7,False,success,0.9891343116760254
GAA_Algorithm_1,906.14164,1483.1889345283125,5,R2,False,,,False,R206,3,8,False,success,2.881168842315674
GAA_Algorithm_2,906.14164,1172.1800291715338,5,R2,False,,,False,R206,3,8,False,success,0.15595555305480957
