algorithm,instance_id,family,k_final,d_final,time_sec,hit,status,error
GAA_Algorithm_1,R101,R1,8,1502.195928477025,3.23832106590271,N/A,success,
GAA_Algorithm_2,R101,R1,8,1172.1800291715338,0.17263126373291016,N/A,success,
GAA_Algorithm_3,R101,R1,20,1918.9730412476035,0.482041597366333,N/A,success,
GAA_Algorithm_1,R102,R1,8,1322.5517629919175,3.337064743041992,N/A,success,
GAA_Algorithm_2,R102,R1,8,1172.1800291715338,0.17017912864685059,N/A,success,
GAA_Algorithm_3,R102,R1,19,1896.3451530965842,0.6114311218261719,N/A,success,
GAA_Algorithm_1,R103,R1,8,1274.513462902278,4.311005592346191,N/A,success,
GAA_Algorithm_2,R103,R1,8,1172.1800291715338,0.1701207160949707,N/A,success,
GAA_Algorithm_3,R103,R1,15,1583.53454367954,0.679938554763794,N/A,success,
GAA_Algorithm_1,R104,R1,8,1436.3647446545858,3.6224324703216553,N/A,success,
GAA_Algorithm_2,R104,R1,8,1172.1800291715338,0.1709139347076416,N/A,success,
GAA_Algorithm_3,R104,R1,11,1239.4339893445847,0.7807052135467529,N/A,success,
GAA_Algorithm_1,R105,R1,8,1507.6608267705956,3.5048234462738037,N/A,success,
GAA_Algorithm_2,R105,R1,8,1172.1800291715338,0.1703786849975586,N/A,success,
GAA_Algorithm_3,R105,R1,16,1606.2052147348402,0.5733015537261963,N/A,success,
GAA_Algorithm_1,R106,R1,8,1427.2451188248494,3.336146831512451,N/A,success,
GAA_Algorithm_2,R106,R1,8,1172.1800291715338,0.17403268814086914,N/A,success,
GAA_Algorithm_3,R106,R1,16,1658.1193202808224,0.6305794715881348,N/A,success,
GAA_Algorithm_1,R107,R1,8,1371.344643352995,2.4588727951049805,N/A,success,
GAA_Algorithm_2,R107,R1,8,1172.1800291715338,0.1728968620300293,N/A,success,
GAA_Algorithm_3,R107,R1,14,1472.1475144689014,0.7054798603057861,N/A,success,
GAA_Algorithm_1,R108,R1,8,1398.536370392606,2.8023672103881836,N/A,success,
GAA_Algorithm_2,R108,R1,8,1172.1800291715338,0.17350196838378906,N/A,success,
GAA_Algorithm_3,R108,R1,11,1286.6958070262056,0.7958166599273682,N/A,success,
GAA_Algorithm_1,R109,R1,8,1321.8460266452073,3.345057725906372,N/A,success,
GAA_Algorithm_2,R109,R1,8,1172.1800291715338,0.1690821647644043,N/A,success,
GAA_Algorithm_3,R109,R1,14,1465.5156044052171,0.6414620876312256,N/A,success,
GAA_Algorithm_1,R110,R1,8,1412.3933888830386,2.876958131790161,N/A,success,
GAA_Algorithm_2,R110,R1,8,1172.1800291715338,0.1697399616241455,N/A,success,
GAA_Algorithm_3,R110,R1,12,1367.8203693554192,0.6962289810180664,N/A,success,
GAA_Algorithm_1,R111,R1,8,1322.5107066669314,3.0880017280578613,N/A,success,
GAA_Algorithm_2,R111,R1,8,1172.1800291715338,0.17048907279968262,N/A,success,
GAA_Algorithm_3,R111,R1,13,1328.948291065708,0.7064650058746338,N/A,success,
GAA_Algorithm_1,R112,R1,8,1400.8985781045903,3.7801263332366943,N/A,success,
GAA_Algorithm_2,R112,R1,8,1172.1800291715338,0.1720576286315918,N/A,success,
GAA_Algorithm_3,R112,R1,11,1228.2957939133044,0.7447161674499512,N/A,success,
