Instance,Reference_Value,Reference_Type,GAA_Value,GAP_Absolute,GAP_Percent,Is_Optimal,Iterations,Time_s,Vertices,Edges
flat1000_50_0,,UNKNOWN,0.9000,N/A,N/A,NO,50,0.000837,1000,245000
