algorithm,instance_id,family,k_final,d_final,time_sec,status,error
GAA_Algorithm_1,R101,R1,8,1502.195928477025,3.369553327560425,success,
GAA_Algorithm_2,R101,R1,8,1172.1800291715338,0.18594813346862793,success,
GAA_Algorithm_3,R101,R1,20,1918.9730412476035,0.5053608417510986,success,
GAA_Algorithm_1,R102,R1,8,1322.5517629919175,3.494637966156006,success,
GAA_Algorithm_2,R102,R1,8,1172.1800291715338,0.17816448211669922,success,
GAA_Algorithm_3,R102,R1,19,1896.3451530965842,0.6274199485778809,success,
GAA_Algorithm_1,R103,R1,8,1274.513462902278,4.473564147949219,success,
GAA_Algorithm_2,R103,R1,8,1172.1800291715338,0.17917680740356445,success,
GAA_Algorithm_3,R103,R1,15,1583.53454367954,0.6855528354644775,success,
GAA_Algorithm_1,R104,R1,8,1436.3647446545858,3.7258806228637695,success,
GAA_Algorithm_2,R104,R1,8,1172.1800291715338,0.17913269996643066,success,
GAA_Algorithm_3,R104,R1,11,1239.4339893445847,0.8013677597045898,success,
GAA_Algorithm_1,R105,R1,8,1507.6608267705956,3.5905673503875732,success,
GAA_Algorithm_2,R105,R1,8,1172.1800291715338,0.17835164070129395,success,
GAA_Algorithm_3,R105,R1,16,1606.2052147348402,0.5785415172576904,success,
GAA_Algorithm_1,R106,R1,8,1427.2451188248494,3.411203384399414,success,
GAA_Algorithm_2,R106,R1,8,1172.1800291715338,0.1742088794708252,success,
GAA_Algorithm_3,R106,R1,16,1658.1193202808224,0.6568984985351562,success,
GAA_Algorithm_1,R107,R1,8,1371.344643352995,2.5062637329101562,success,
GAA_Algorithm_2,R107,R1,8,1172.1800291715338,0.1772902011871338,success,
GAA_Algorithm_3,R107,R1,14,1472.1475144689014,0.714993953704834,success,
GAA_Algorithm_1,R108,R1,8,1398.536370392606,2.8446078300476074,success,
GAA_Algorithm_2,R108,R1,8,1172.1800291715338,0.1785595417022705,success,
GAA_Algorithm_3,R108,R1,11,1286.6958070262056,0.8081080913543701,success,
GAA_Algorithm_1,R109,R1,8,1321.8460266452073,3.4526028633117676,success,
GAA_Algorithm_2,R109,R1,8,1172.1800291715338,0.17620086669921875,success,
GAA_Algorithm_3,R109,R1,14,1465.5156044052171,0.6431906223297119,success,
GAA_Algorithm_1,R110,R1,8,1412.3933888830386,2.9373300075531006,success,
GAA_Algorithm_2,R110,R1,8,1172.1800291715338,0.17743158340454102,success,
GAA_Algorithm_3,R110,R1,12,1367.8203693554192,0.7211506366729736,success,
GAA_Algorithm_1,R111,R1,8,1322.5107066669314,3.155184507369995,success,
GAA_Algorithm_2,R111,R1,8,1172.1800291715338,0.212615966796875,success,
GAA_Algorithm_3,R111,R1,13,1328.948291065708,0.7125129699707031,success,
GAA_Algorithm_1,R112,R1,8,1400.8985781045903,3.8742196559906006,success,
GAA_Algorithm_2,R112,R1,8,1172.1800291715338,0.175431489944458,success,
GAA_Algorithm_3,R112,R1,11,1228.2957939133044,0.7603006362915039,success,
