algorithm,instance_id,family,k_final,d_final,time_sec,status,error
GAA_Algorithm_1,R101,R1,0,0,4.0531158447265625e-05,failed,While.__init__() got an unexpected keyword argument 'condition'
GAA_Algorithm_2,R101,R1,0,0,1.4543533325195312e-05,failed,While.__init__() got an unexpected keyword argument 'condition'
GAA_Algorithm_3,R101,R1,0,0,1.0967254638671875e-05,failed,While.__init__() got an unexpected keyword argument 'condition'
GAA_Algorithm_1,R102,R1,0,0,1.0728836059570312e-05,failed,While.__init__() got an unexpected keyword argument 'condition'
GAA_Algorithm_2,R102,R1,0,0,1.0013580322265625e-05,failed,While.__init__() got an unexpected keyword argument 'condition'
GAA_Algorithm_3,R102,R1,0,0,1.3828277587890625e-05,failed,While.__init__() got an unexpected keyword argument 'condition'
GAA_Algorithm_1,R103,R1,0,0,1.049041748046875e-05,failed,While.__init__() got an unexpected keyword argument 'condition'
GAA_Algorithm_2,R103,R1,0,0,1.1205673217773438e-05,failed,While.__init__() got an unexpected keyword argument 'condition'
GAA_Algorithm_3,R103,R1,0,0,9.298324584960938e-06,failed,While.__init__() got an unexpected keyword argument 'condition'
GAA_Algorithm_1,R104,R1,0,0,8.821487426757812e-06,failed,While.__init__() got an unexpected keyword argument 'condition'
GAA_Algorithm_2,R104,R1,0,0,1.0967254638671875e-05,failed,While.__init__() got an unexpected keyword argument 'condition'
GAA_Algorithm_3,R104,R1,0,0,1.3828277587890625e-05,failed,While.__init__() got an unexpected keyword argument 'condition'
GAA_Algorithm_1,R105,R1,0,0,1.0728836059570312e-05,failed,While.__init__() got an unexpected keyword argument 'condition'
GAA_Algorithm_2,R105,R1,0,0,1.0967254638671875e-05,failed,While.__init__() got an unexpected keyword argument 'condition'
GAA_Algorithm_3,R105,R1,0,0,1.0967254638671875e-05,failed,While.__init__() got an unexpected keyword argument 'condition'
GAA_Algorithm_1,R106,R1,0,0,1.0967254638671875e-05,failed,While.__init__() got an unexpected keyword argument 'condition'
GAA_Algorithm_2,R106,R1,0,0,1.0251998901367188e-05,failed,While.__init__() got an unexpected keyword argument 'condition'
GAA_Algorithm_3,R106,R1,0,0,9.5367431640625e-06,failed,While.__init__() got an unexpected keyword argument 'condition'
GAA_Algorithm_1,R107,R1,0,0,1.0967254638671875e-05,failed,While.__init__() got an unexpected keyword argument 'condition'
GAA_Algorithm_2,R107,R1,0,0,1.0728836059570312e-05,failed,While.__init__() got an unexpected keyword argument 'condition'
GAA_Algorithm_3,R107,R1,0,0,1.8835067749023438e-05,failed,While.__init__() got an unexpected keyword argument 'condition'
GAA_Algorithm_1,R108,R1,0,0,9.298324584960938e-06,failed,While.__init__() got an unexpected keyword argument 'condition'
GAA_Algorithm_2,R108,R1,0,0,1.0728836059570312e-05,failed,While.__init__() got an unexpected keyword argument 'condition'
GAA_Algorithm_3,R108,R1,0,0,9.5367431640625e-06,failed,While.__init__() got an unexpected keyword argument 'condition'
GAA_Algorithm_1,R109,R1,0,0,9.5367431640625e-06,failed,While.__init__() got an unexpected keyword argument 'condition'
GAA_Algorithm_2,R109,R1,0,0,8.344650268554688e-06,failed,While.__init__() got an unexpected keyword argument 'condition'
GAA_Algorithm_3,R109,R1,0,0,1.1920928955078125e-05,failed,While.__init__() got an unexpected keyword argument 'condition'
GAA_Algorithm_1,R110,R1,0,0,1.049041748046875e-05,failed,While.__init__() got an unexpected keyword argument 'condition'
GAA_Algorithm_2,R110,R1,0,0,1.0728836059570312e-05,failed,While.__init__() got an unexpected keyword argument 'condition'
GAA_Algorithm_3,R110,R1,0,0,9.775161743164062e-06,failed,While.__init__() got an unexpected keyword argument 'condition'
GAA_Algorithm_1,R111,R1,0,0,8.344650268554688e-06,failed,While.__init__() got an unexpected keyword argument 'condition'
GAA_Algorithm_2,R111,R1,0,0,9.298324584960938e-06,failed,While.__init__() got an unexpected keyword argument 'condition'
GAA_Algorithm_3,R111,R1,0,0,9.775161743164062e-06,failed,While.__init__() got an unexpected keyword argument 'condition'
GAA_Algorithm_1,R112,R1,0,0,8.58306884765625e-06,failed,While.__init__() got an unexpected keyword argument 'condition'
GAA_Algorithm_2,R112,R1,0,0,8.58306884765625e-06,failed,While.__init__() got an unexpected keyword argument 'condition'
GAA_Algorithm_3,R112,R1,0,0,7.867813110351562e-06,failed,While.__init__() got an unexpected keyword argument 'condition'
