Instance,Reference_Value,Reference_Type,GAA_Value,GAP_Absolute,GAP_Percent,Is_Optimal,Iterations,Time_s,Vertices,Edges
flat1000_50_0,50,ÓPTIMO,172.0000,122.0000,244.00,NO,50,0.000010,1000,245000
flat1000_60_0,60,ÓPTIMO,173.0000,113.0000,188.33,NO,50,0.000010,1000,245830
flat1000_76_0,76,ÓPTIMO,173.0000,97.0000,127.63,NO,50,0.000010,1000,246708
flat300_20_0,20,ÓPTIMO,51.0000,31.0000,155.00,NO,50,0.000010,300,21375
flat300_26_0,26,ÓPTIMO,51.0000,25.0000,96.15,NO,50,0.000010,300,21633
flat300_28_0,28,ÓPTIMO,51.0000,23.0000,82.14,NO,50,0.000010,300,21695
