algorithm,instance_id,family,k_final,d_final,time_sec,status,error
GAA_Algorithm_1,R101,R1,0,0,0.1562061309814453,success,
GAA_Algorithm_2,R101,R1,0,0,0.05664181709289551,success,
GAA_Algorithm_3,R101,R1,0,0,0.07436251640319824,success,
GAA_Algorithm_1,R102,R1,0,0,0.16038751602172852,success,
GAA_Algorithm_2,R102,R1,0,0,0.05753469467163086,success,
GAA_Algorithm_3,R102,R1,0,0,0.07433819770812988,success,
GAA_Algorithm_1,R103,R1,0,0,0.15758180618286133,success,
GAA_Algorithm_2,R103,R1,0,0,0.05612516403198242,success,
GAA_Algorithm_3,R103,R1,0,0,0.07325625419616699,success,
GAA_Algorithm_1,R104,R1,0,0,0.1573629379272461,success,
GAA_Algorithm_2,R104,R1,0,0,0.05635190010070801,success,
GAA_Algorithm_3,R104,R1,0,0,0.07437610626220703,success,
GAA_Algorithm_1,R105,R1,0,0,0.15210247039794922,success,
GAA_Algorithm_2,R105,R1,0,0,0.05632805824279785,success,
GAA_Algorithm_3,R105,R1,0,0,0.07358813285827637,success,
GAA_Algorithm_1,R106,R1,0,0,0.15540504455566406,success,
GAA_Algorithm_2,R106,R1,0,0,0.055174827575683594,success,
GAA_Algorithm_3,R106,R1,0,0,0.07361721992492676,success,
GAA_Algorithm_1,R107,R1,0,0,0.157029390335083,success,
GAA_Algorithm_2,R107,R1,0,0,0.05652499198913574,success,
GAA_Algorithm_3,R107,R1,0,0,0.0736398696899414,success,
GAA_Algorithm_1,R108,R1,0,0,0.1553030014038086,success,
GAA_Algorithm_2,R108,R1,0,0,0.05461478233337402,success,
GAA_Algorithm_3,R108,R1,0,0,0.07254385948181152,success,
GAA_Algorithm_1,R109,R1,0,0,0.15506219863891602,success,
GAA_Algorithm_2,R109,R1,0,0,0.0558321475982666,success,
GAA_Algorithm_3,R109,R1,0,0,0.07302379608154297,success,
GAA_Algorithm_1,R110,R1,0,0,0.15658020973205566,success,
GAA_Algorithm_2,R110,R1,0,0,0.059752702713012695,success,
GAA_Algorithm_3,R110,R1,0,0,0.07733535766601562,success,
GAA_Algorithm_1,R111,R1,0,0,0.15918517112731934,success,
GAA_Algorithm_2,R111,R1,0,0,0.057684898376464844,success,
GAA_Algorithm_3,R111,R1,0,0,0.0746011734008789,success,
GAA_Algorithm_1,R112,R1,0,0,0.15644121170043945,success,
GAA_Algorithm_2,R112,R1,0,0,0.0574493408203125,success,
GAA_Algorithm_3,R112,R1,0,0,0.07362818717956543,success,
