algorithm,instance_id,family,k_final,d_final,time_sec,status,error
GRASP,R101,R1,19.0,1491.7317392397847,28.16990637779236,success,
VND,R101,R1,19,1491.7317392397847,30.537567138671875,success,
ILS,R101,R1,7.0,791.5402505769351,35.02919363975525,success,
GRASP,R102,R1,18.0,1464.6866292511756,30.6033296585083,success,
VND,R102,R1,18,1464.6866292511756,26.93218231201172,success,
ILS,R102,R1,8.0,809.6714271724104,19.72223138809204,success,
GRASP,R103,R1,14.0,1255.7898470594953,18.18416452407837,success,
VND,R103,R1,14,1255.7898470594953,18.05819797515869,success,
ILS,R103,R1,8.0,843.382166758777,32.59868884086609,success,
GRASP,R104,R1,11.0,992.0394183148143,24.74012279510498,success,
VND,R104,R1,11,992.0394183148143,15.662736415863037,success,
ILS,R104,R1,9.0,854.2062765053995,14.963409423828125,success,
GRASP,R105,R1,15.0,1277.8291262613516,7.68962836265564,success,
VND,R105,R1,15,1277.8291262613516,7.698204517364502,success,
ILS,R105,R1,11.0,951.1574377791342,8.506778717041016,success,
GRASP,R106,R1,14.0,1199.0378307925125,6.371561765670776,success,
VND,R106,R1,14,1199.0378307925125,6.333620309829712,success,
ILS,R106,R1,10.0,905.1127782820685,8.002992868423462,success,
GRASP,R107,R1,12.0,1081.693823480533,6.9326159954071045,success,
VND,R107,R1,12,1081.693823480533,7.330721139907837,success,
ILS,R107,R1,8.0,828.8971781100012,9.812750577926636,success,
GRASP,R108,R1,10.0,1003.3615092743455,6.399622201919556,success,
VND,R108,R1,10,1003.3615092743455,6.4574503898620605,success,
ILS,R108,R1,8.0,824.5287703515153,10.980654001235962,success,
GRASP,R109,R1,14.0,1196.6002355611715,5.699729919433594,success,
VND,R109,R1,14,1196.6002355611715,5.844658136367798,success,
ILS,R109,R1,10.0,894.5471761849317,8.522468328475952,success,
GRASP,R110,R1,12.0,1175.8352697972216,14.60935664176941,success,
VND,R110,R1,12,1175.8352697972216,14.733118295669556,success,
ILS,R110,R1,9.0,863.3593747424453,8.883732557296753,success,
GRASP,R111,R1,12.0,1116.076112026474,5.81328821182251,success,
VND,R111,R1,12,1116.076112026474,5.966660022735596,success,
ILS,R111,R1,8.0,821.430720858241,15.113993644714355,success,
GRASP,R112,R1,11.0,1026.563358438772,20.12792181968689,success,
VND,R112,R1,11,1026.563358438772,20.07818055152893,success,
ILS,R112,R1,8.0,828.9002315161944,15.058622598648071,success,
