algorithm,instance_id,family,k_final,d_final,time_sec,hit,status,error
GAA_Algorithm_1,C101,C1,10,1521.9787092030783,5.688930511474609,N/A,success,
GAA_Algorithm_2,C101,C1,10,1103.201642272962,0.19603705406188965,N/A,success,
GAA_Algorithm_3,C101,C1,15,1835.9157898955027,0.5644583702087402,N/A,success,
GAA_Algorithm_1,C102,C1,10,1461.36903737568,5.662338018417358,N/A,success,
GAA_Algorithm_2,C102,C1,10,1103.201642272962,0.19097590446472168,N/A,success,
GAA_Algorithm_3,C102,C1,14,1868.2668662588653,0.6532046794891357,N/A,success,
GAA_Algorithm_1,C103,C1,10,1504.5004253520794,4.940168857574463,N/A,success,
GAA_Algorithm_2,C103,C1,10,1103.201642272962,0.20018815994262695,N/A,success,
GAA_Algorithm_3,C103,C1,11,1629.022996958937,0.8475196361541748,N/A,success,
GAA_Algorithm_1,C104,C1,10,1491.1846814345274,5.24973464012146,N/A,success,
GAA_Algorithm_2,C104,C1,10,1103.201642272962,0.19379925727844238,N/A,success,
GAA_Algorithm_3,C104,C1,12,1451.4964259038152,0.7970683574676514,N/A,success,
GAA_Algorithm_1,C105,C1,10,1466.7375143913632,5.416136026382446,N/A,success,
GAA_Algorithm_2,C105,C1,10,1103.201642272962,0.1928708553314209,N/A,success,
GAA_Algorithm_3,C105,C1,14,1813.3443697676894,0.5660607814788818,N/A,success,
GAA_Algorithm_1,C106,C1,10,1391.5077427239341,6.538972616195679,N/A,success,
GAA_Algorithm_2,C106,C1,10,1103.201642272962,0.32727575302124023,N/A,success,
GAA_Algorithm_3,C106,C1,14,1772.8187537725396,0.8343198299407959,N/A,success,
GAA_Algorithm_1,C107,C1,10,1494.3092728454424,7.747553825378418,N/A,success,
GAA_Algorithm_2,C107,C1,10,1103.201642272962,0.2547450065612793,N/A,success,
GAA_Algorithm_3,C107,C1,14,1825.734950165757,0.7333171367645264,N/A,success,
GAA_Algorithm_1,C108,C1,10,1532.1318412774322,7.3201611042022705,N/A,success,
GAA_Algorithm_2,C108,C1,10,1103.201642272962,0.31294822692871094,N/A,success,
GAA_Algorithm_3,C108,C1,12,1601.3409906892434,1.0282888412475586,N/A,success,
GAA_Algorithm_1,C109,C1,10,1503.1208079563887,6.956918478012085,N/A,success,
GAA_Algorithm_2,C109,C1,10,1103.201642272962,0.28811025619506836,N/A,success,
GAA_Algorithm_3,C109,C1,12,1661.207164687704,1.0178053379058838,N/A,success,
GAA_Algorithm_1,C201,C2,10,1822.6793187131548,7.5517578125,N/A,success,
GAA_Algorithm_2,C201,C2,10,1148.7828528547925,0.29314661026000977,N/A,success,
GAA_Algorithm_3,C201,C2,10,1188.300881677972,1.3096370697021484,N/A,success,
