algorithm,instance_id,family,k_final,d_final,time_sec,status,error
GAA_Algorithm_1,R101,R1,8,1502.195928477025,3.3867690563201904,success,
GAA_Algorithm_2,R101,R1,8,1172.1800291715338,0.18350529670715332,success,
GAA_Algorithm_3,R101,R1,20,1918.9730412476035,0.49009084701538086,success,
GAA_Algorithm_1,R102,R1,8,1322.5517629919175,3.347555637359619,success,
GAA_Algorithm_2,R102,R1,8,1172.1800291715338,0.17086505889892578,success,
GAA_Algorithm_3,R102,R1,19,1896.3451530965842,0.6453888416290283,success,
GAA_Algorithm_1,R103,R1,8,1274.513462902278,4.3541505336761475,success,
GAA_Algorithm_2,R103,R1,8,1172.1800291715338,0.1681971549987793,success,
GAA_Algorithm_3,R103,R1,15,1583.53454367954,0.6805689334869385,success,
GAA_Algorithm_1,R104,R1,8,1436.3647446545858,3.6422722339630127,success,
GAA_Algorithm_2,R104,R1,8,1172.1800291715338,0.1731398105621338,success,
GAA_Algorithm_3,R104,R1,11,1239.4339893445847,0.7836592197418213,success,
GAA_Algorithm_1,R105,R1,8,1507.6608267705956,3.616549253463745,success,
GAA_Algorithm_2,R105,R1,8,1172.1800291715338,0.17346668243408203,success,
GAA_Algorithm_3,R105,R1,16,1606.2052147348402,0.5807955265045166,success,
GAA_Algorithm_1,R106,R1,8,1427.2451188248494,3.4682955741882324,success,
GAA_Algorithm_2,R106,R1,8,1172.1800291715338,0.18445134162902832,success,
GAA_Algorithm_3,R106,R1,16,1658.1193202808224,0.6381335258483887,success,
GAA_Algorithm_1,R107,R1,8,1371.344643352995,2.516026258468628,success,
GAA_Algorithm_2,R107,R1,8,1172.1800291715338,0.17683029174804688,success,
GAA_Algorithm_3,R107,R1,14,1472.1475144689014,0.7182762622833252,success,
GAA_Algorithm_1,R108,R1,8,1398.536370392606,2.8133530616760254,success,
GAA_Algorithm_2,R108,R1,8,1172.1800291715338,0.17373204231262207,success,
GAA_Algorithm_3,R108,R1,11,1286.6958070262056,0.7972514629364014,success,
GAA_Algorithm_1,R109,R1,8,1321.8460266452073,3.4455227851867676,success,
GAA_Algorithm_2,R109,R1,8,1172.1800291715338,0.17185497283935547,success,
GAA_Algorithm_3,R109,R1,14,1465.5156044052171,0.645958423614502,success,
GAA_Algorithm_1,R110,R1,8,1412.3933888830386,2.918001413345337,success,
GAA_Algorithm_2,R110,R1,8,1172.1800291715338,0.17615962028503418,success,
GAA_Algorithm_3,R110,R1,12,1367.8203693554192,0.7008376121520996,success,
GAA_Algorithm_1,R111,R1,8,1322.5107066669314,3.1083552837371826,success,
GAA_Algorithm_2,R111,R1,8,1172.1800291715338,0.17522859573364258,success,
GAA_Algorithm_3,R111,R1,13,1328.948291065708,0.7335000038146973,success,
GAA_Algorithm_1,R112,R1,8,1400.8985781045903,3.755537509918213,success,
GAA_Algorithm_2,R112,R1,8,1172.1800291715338,0.17773675918579102,success,
GAA_Algorithm_3,R112,R1,11,1228.2957939133044,0.7465145587921143,success,
