algorithm,instance_id,family,k_final,d_final,time_sec,status,error
GRASP,R101,R1,19.0,1491.7317392397847,12.51167631149292,success,
VND,R101,R1,19,1491.7317392397847,12.713505029678345,success,
ILS,R101,R1,7.0,791.5402505769351,13.985625505447388,success,
GRASP,R102,R1,18.0,1464.6866292511756,13.190059185028076,success,
VND,R102,R1,18,1464.6866292511756,13.273151159286499,success,
ILS,R102,R1,8.0,809.6714271724104,9.064616203308105,success,
GRASP,R103,R1,14.0,1255.7898470594953,8.245953559875488,success,
VND,R103,R1,14,1255.7898470594953,8.423299789428711,success,
ILS,R103,R1,8.0,843.382166758777,15.174723148345947,success,
GRASP,R104,R1,11.0,992.0394183148143,14.84078574180603,success,
VND,R104,R1,11,992.0394183148143,14.850942850112915,success,
ILS,R104,R1,9.0,854.2062765053995,14.101265668869019,success,
GRASP,R105,R1,15.0,1277.8291262613516,7.4408159255981445,success,
VND,R105,R1,15,1277.8291262613516,7.432568788528442,success,
ILS,R105,R1,11.0,951.1574377791342,8.128015279769897,success,
GRASP,R106,R1,14.0,1199.0378307925125,6.208862066268921,success,
VND,R106,R1,14,1199.0378307925125,6.2887139320373535,success,
ILS,R106,R1,10.0,905.1127782820685,7.995694637298584,success,
GRASP,R107,R1,12.0,1081.693823480533,6.99264121055603,success,
VND,R107,R1,12,1081.693823480533,7.166715860366821,success,
ILS,R107,R1,8.0,828.8971781100012,9.437805414199829,success,
GRASP,R108,R1,10.0,1003.3615092743455,6.10150671005249,success,
VND,R108,R1,10,1003.3615092743455,6.1666834354400635,success,
ILS,R108,R1,8.0,824.5287703515153,10.604650974273682,success,
GRASP,R109,R1,14.0,1196.6002355611715,5.498444080352783,success,
VND,R109,R1,14,1196.6002355611715,5.587972402572632,success,
ILS,R109,R1,10.0,894.5471761849317,8.136963605880737,success,
GRASP,R110,R1,12.0,1175.8352697972216,13.770964860916138,success,
VND,R110,R1,12,1175.8352697972216,13.782005310058594,success,
ILS,R110,R1,9.0,863.3593747424453,9.00597095489502,success,
GRASP,R111,R1,12.0,1116.076112026474,7.456774950027466,success,
VND,R111,R1,12,1116.076112026474,7.268187999725342,success,
ILS,R111,R1,8.0,821.430720858241,16.868804216384888,success,
GRASP,R112,R1,11.0,1026.563358438772,18.597947597503662,success,
VND,R112,R1,11,1026.563358438772,18.66524577140808,success,
ILS,R112,R1,8.0,828.9002315161944,14.098238706588745,success,
