algorithm,d_bks,d_final,delta_K,family,feasible,hit,instance_id,k_bks,k_final,reached_K_BKS,status,time_sec
GAA_Algorithm_1,1650.79864,1502.195928477025,-11,R1,False,False,R101,19,8,False,success,3.3444290161132812
GAA_Algorithm_2,1650.79864,1172.1800291715338,-11,R1,False,False,R101,19,8,False,success,0.1830589771270752
GAA_Algorithm_3,1650.79864,1918.9730412476035,1,R1,False,False,R101,19,20,False,success,0.5163118839263916
GAA_Algorithm_1,1486.85859,1322.5517629919175,-9,R1,False,False,R102,17,8,False,success,3.358588933944702
GAA_Algorithm_2,1486.85859,1172.1800291715338,-9,R1,False,False,R102,17,8,False,success,0.17546939849853516
GAA_Algorithm_3,1486.85859,1896.3451530965842,2,R1,False,False,R102,17,19,False,success,0.619377613067627
GAA_Algorithm_1,1292.67493,1274.513462902278,-5,R1,False,False,R103,13,8,False,success,4.376903295516968
GAA_Algorithm_2,1292.67493,1172.1800291715338,-5,R1,False,False,R103,13,8,False,success,0.1731584072113037
GAA_Algorithm_3,1292.67493,1583.53454367954,2,R1,False,False,R103,13,15,False,success,0.7100996971130371
GAA_Algorithm_1,1007.31005,1436.3647446545858,-1,R1,False,False,R104,9,8,False,success,3.676454544067383
GAA_Algorithm_2,1007.31005,1172.1800291715338,-1,R1,False,False,R104,9,8,False,success,0.17397427558898926
GAA_Algorithm_3,1007.31005,1239.4339893445847,2,R1,False,False,R104,9,11,False,success,0.7839040756225586
GAA_Algorithm_1,1377.11046,1507.6608267705956,-6,R1,False,False,R105,14,8,False,success,3.5286951065063477
GAA_Algorithm_2,1377.11046,1172.1800291715338,-6,R1,False,False,R105,14,8,False,success,0.17852258682250977
GAA_Algorithm_3,1377.11046,1606.2052147348402,2,R1,False,False,R105,14,16,False,success,0.572807788848877
GAA_Algorithm_1,1252.03013,1427.2451188248494,-4,R1,False,False,R106,12,8,False,success,3.404188871383667
GAA_Algorithm_2,1252.03013,1172.1800291715338,-4,R1,False,False,R106,12,8,False,success,0.1732628345489502
GAA_Algorithm_3,1252.03013,1658.1193202808224,4,R1,False,False,R106,12,16,False,success,0.6381340026855469
GAA_Algorithm_1,1104.65547,1371.344643352995,-2,R1,False,False,R107,10,8,False,success,2.4981088638305664
GAA_Algorithm_2,1104.65547,1172.1800291715338,-2,R1,False,False,R107,10,8,False,success,0.17216181755065918
GAA_Algorithm_3,1104.65547,1472.1475144689014,4,R1,False,False,R107,10,14,False,success,0.7066617012023926
GAA_Algorithm_1,960.87528,1398.536370392606,-1,R1,False,False,R108,9,8,False,success,2.795790910720825
GAA_Algorithm_2,960.87528,1172.1800291715338,-1,R1,False,False,R108,9,8,False,success,0.17571234703063965
GAA_Algorithm_3,960.87528,1286.6958070262056,2,R1,False,False,R108,9,11,False,success,0.7903859615325928
GAA_Algorithm_1,1194.73359,1321.8460266452073,-3,R1,False,False,R109,11,8,False,success,3.488353967666626
GAA_Algorithm_2,1194.73359,1172.1800291715338,-3,R1,False,False,R109,11,8,False,success,0.17586946487426758
GAA_Algorithm_3,1194.73359,1465.5156044052171,3,R1,False,False,R109,11,14,False,success,0.6399455070495605
GAA_Algorithm_1,1118.83808,1412.3933888830386,-2,R1,False,False,R110,10,8,False,success,2.911031484603882
GAA_Algorithm_2,1118.83808,1172.1800291715338,-2,R1,False,False,R110,10,8,False,success,0.17356300354003906
GAA_Algorithm_3,1118.83808,1367.8203693554192,2,R1,False,False,R110,10,12,False,success,0.7059080600738525
GAA_Algorithm_1,1096.72605,1322.5107066669314,-2,R1,False,False,R111,10,8,False,success,3.0988755226135254
GAA_Algorithm_2,1096.72605,1172.1800291715338,-2,R1,False,False,R111,10,8,False,success,0.1749107837677002
GAA_Algorithm_3,1096.72605,1328.948291065708,3,R1,False,False,R111,10,13,False,success,0.6995978355407715
GAA_Algorithm_1,982.13919,1400.8985781045903,-1,R1,False,False,R112,9,8,False,success,3.8432672023773193
GAA_Algorithm_2,982.13919,1172.1800291715338,-1,R1,False,False,R112,9,8,False,success,0.17571139335632324
GAA_Algorithm_3,982.13919,1228.2957939133044,2,R1,False,False,R112,9,11,False,success,0.7456347942352295
