algorithm,instance_id,family,k_final,d_final,time_sec,hit,status,error
GAA_Algorithm_1,R101,R1,8,1502.195928477025,3.261556625366211,N/A,success,
GAA_Algorithm_2,R101,R1,8,1172.1800291715338,0.17833280563354492,N/A,success,
GAA_Algorithm_3,R101,R1,20,1918.9730412476035,0.48562169075012207,N/A,success,
GAA_Algorithm_1,R102,R1,8,1322.5517629919175,3.3391897678375244,N/A,success,
GAA_Algorithm_2,R102,R1,8,1172.1800291715338,0.17603802680969238,N/A,success,
GAA_Algorithm_3,R102,R1,19,1896.3451530965842,0.6186096668243408,N/A,success,
GAA_Algorithm_1,R103,R1,8,1274.513462902278,4.361426591873169,N/A,success,
GAA_Algorithm_2,R103,R1,8,1172.1800291715338,0.17174673080444336,N/A,success,
GAA_Algorithm_3,R103,R1,15,1583.53454367954,0.6817507743835449,N/A,success,
GAA_Algorithm_1,R104,R1,8,1436.3647446545858,3.723414182662964,N/A,success,
GAA_Algorithm_2,R104,R1,8,1172.1800291715338,0.17778825759887695,N/A,success,
GAA_Algorithm_3,R104,R1,11,1239.4339893445847,0.8089985847473145,N/A,success,
GAA_Algorithm_1,R105,R1,8,1507.6608267705956,3.64943790435791,N/A,success,
GAA_Algorithm_2,R105,R1,8,1172.1800291715338,0.17964625358581543,N/A,success,
GAA_Algorithm_3,R105,R1,16,1606.2052147348402,0.6090655326843262,N/A,success,
GAA_Algorithm_1,R106,R1,8,1427.2451188248494,3.473843812942505,N/A,success,
GAA_Algorithm_2,R106,R1,8,1172.1800291715338,0.1794424057006836,N/A,success,
GAA_Algorithm_3,R106,R1,16,1658.1193202808224,0.6489958763122559,N/A,success,
GAA_Algorithm_1,R107,R1,8,1371.344643352995,2.5578556060791016,N/A,success,
GAA_Algorithm_2,R107,R1,8,1172.1800291715338,0.175581693649292,N/A,success,
GAA_Algorithm_3,R107,R1,14,1472.1475144689014,0.7232351303100586,N/A,success,
GAA_Algorithm_1,R108,R1,8,1398.536370392606,2.913090944290161,N/A,success,
GAA_Algorithm_2,R108,R1,8,1172.1800291715338,0.18430066108703613,N/A,success,
GAA_Algorithm_3,R108,R1,11,1286.6958070262056,0.8287370204925537,N/A,success,
GAA_Algorithm_1,R109,R1,8,1321.8460266452073,3.4850828647613525,N/A,success,
GAA_Algorithm_2,R109,R1,8,1172.1800291715338,0.18160104751586914,N/A,success,
GAA_Algorithm_3,R109,R1,14,1465.5156044052171,0.6534032821655273,N/A,success,
GAA_Algorithm_1,R110,R1,8,1412.3933888830386,2.993004083633423,N/A,success,
GAA_Algorithm_2,R110,R1,8,1172.1800291715338,0.18179750442504883,N/A,success,
GAA_Algorithm_3,R110,R1,12,1367.8203693554192,0.7568166255950928,N/A,success,
GAA_Algorithm_1,R111,R1,8,1322.5107066669314,3.1787047386169434,N/A,success,
GAA_Algorithm_2,R111,R1,8,1172.1800291715338,0.1788938045501709,N/A,success,
GAA_Algorithm_3,R111,R1,13,1328.948291065708,0.722769021987915,N/A,success,
GAA_Algorithm_1,R112,R1,8,1400.8985781045903,3.825807809829712,N/A,success,
GAA_Algorithm_2,R112,R1,8,1172.1800291715338,0.17652463912963867,N/A,success,
GAA_Algorithm_3,R112,R1,11,1228.2957939133044,0.7531454563140869,N/A,success,
