algorithm,instance_id,family,k_final,d_final,time_sec,status,error
GAA_Algorithm_1,R101,R1,1,702.4451355313403,0.16865158081054688,success,
GAA_Algorithm_2,R101,R1,1,177.66898200662393,0.06438589096069336,success,
GAA_Algorithm_3,R101,R1,20,1918.9730412476035,0.4812338352203369,success,
GAA_Algorithm_1,R102,R1,1,724.6810241372077,0.17035865783691406,success,
GAA_Algorithm_2,R102,R1,1,177.66898200662393,0.06121516227722168,success,
GAA_Algorithm_3,R102,R1,19,1896.3451530965842,0.6250321865081787,success,
GAA_Algorithm_1,R103,R1,1,705.9782122061471,0.1680910587310791,success,
GAA_Algorithm_2,R103,R1,1,177.66898200662393,0.0628213882446289,success,
GAA_Algorithm_3,R103,R1,15,1583.53454367954,0.659782886505127,success,
GAA_Algorithm_1,R104,R1,1,720.4384824042994,0.17426228523254395,success,
GAA_Algorithm_2,R104,R1,1,177.66898200662393,0.06271529197692871,success,
GAA_Algorithm_3,R104,R1,11,1239.4339893445847,0.7550218105316162,success,
GAA_Algorithm_1,R105,R1,1,744.7373646800227,0.1708974838256836,success,
GAA_Algorithm_2,R105,R1,1,177.66898200662393,0.062384843826293945,success,
GAA_Algorithm_3,R105,R1,16,1606.2052147348402,0.5546901226043701,success,
GAA_Algorithm_1,R106,R1,1,709.2167411560015,0.17029118537902832,success,
GAA_Algorithm_2,R106,R1,1,177.66898200662393,0.05993485450744629,success,
GAA_Algorithm_3,R106,R1,16,1658.1193202808224,0.6258277893066406,success,
GAA_Algorithm_1,R107,R1,1,713.949484813908,0.17248320579528809,success,
GAA_Algorithm_2,R107,R1,1,177.66898200662393,0.06218314170837402,success,
GAA_Algorithm_3,R107,R1,14,1472.1475144689014,0.6867289543151855,success,
GAA_Algorithm_1,R108,R1,1,732.0618959331147,0.1728055477142334,success,
GAA_Algorithm_2,R108,R1,1,177.66898200662393,0.06178545951843262,success,
GAA_Algorithm_3,R108,R1,11,1286.6958070262056,0.7733101844787598,success,
GAA_Algorithm_1,R109,R1,1,686.1042180441406,0.17207026481628418,success,
GAA_Algorithm_2,R109,R1,1,177.66898200662393,0.06252408027648926,success,
GAA_Algorithm_3,R109,R1,14,1465.5156044052171,0.6376368999481201,success,
GAA_Algorithm_1,R110,R1,1,725.9077534496399,0.1723194122314453,success,
GAA_Algorithm_2,R110,R1,1,177.66898200662393,0.06143307685852051,success,
GAA_Algorithm_3,R110,R1,12,1367.8203693554192,0.7001559734344482,success,
GAA_Algorithm_1,R111,R1,1,700.9744674032047,0.17722082138061523,success,
GAA_Algorithm_2,R111,R1,1,177.66898200662393,0.06170248985290527,success,
GAA_Algorithm_3,R111,R1,13,1328.948291065708,0.6932742595672607,success,
GAA_Algorithm_1,R112,R1,1,708.890990915759,0.16922545433044434,success,
GAA_Algorithm_2,R112,R1,1,177.66898200662393,0.05978822708129883,success,
GAA_Algorithm_3,R112,R1,11,1228.2957939133044,0.757624626159668,success,
