algorithm,instance_id,family,k_final,d_final,time_sec,hit,status,error
GAA_Algorithm_1,R101,R1,8,1502.195928477025,3.3057589530944824,N/A,success,
GAA_Algorithm_2,R101,R1,8,1172.1800291715338,0.17762446403503418,N/A,success,
GAA_Algorithm_3,R101,R1,20,1918.9730412476035,0.4918351173400879,N/A,success,
GAA_Algorithm_1,R102,R1,8,1322.5517629919175,3.397188425064087,N/A,success,
GAA_Algorithm_2,R102,R1,8,1172.1800291715338,0.17542195320129395,N/A,success,
GAA_Algorithm_3,R102,R1,19,1896.3451530965842,0.6143968105316162,N/A,success,
GAA_Algorithm_1,R103,R1,8,1274.513462902278,4.3789002895355225,N/A,success,
GAA_Algorithm_2,R103,R1,8,1172.1800291715338,0.17162704467773438,N/A,success,
GAA_Algorithm_3,R103,R1,15,1583.53454367954,0.6799843311309814,N/A,success,
GAA_Algorithm_1,R104,R1,8,1436.3647446545858,3.673027515411377,N/A,success,
GAA_Algorithm_2,R104,R1,8,1172.1800291715338,0.18868470191955566,N/A,success,
GAA_Algorithm_3,R104,R1,11,1239.4339893445847,1.02728271484375,N/A,success,
GAA_Algorithm_1,R105,R1,8,1507.6608267705956,3.7891347408294678,N/A,success,
GAA_Algorithm_2,R105,R1,8,1172.1800291715338,0.18192601203918457,N/A,success,
GAA_Algorithm_3,R105,R1,16,1606.2052147348402,0.5979886054992676,N/A,success,
GAA_Algorithm_1,R106,R1,8,1427.2451188248494,3.395878553390503,N/A,success,
GAA_Algorithm_2,R106,R1,8,1172.1800291715338,0.17674875259399414,N/A,success,
GAA_Algorithm_3,R106,R1,16,1658.1193202808224,0.6456794738769531,N/A,success,
GAA_Algorithm_1,R107,R1,8,1371.344643352995,2.5167150497436523,N/A,success,
GAA_Algorithm_2,R107,R1,8,1172.1800291715338,0.17945003509521484,N/A,success,
GAA_Algorithm_3,R107,R1,14,1472.1475144689014,0.7205264568328857,N/A,success,
GAA_Algorithm_1,R108,R1,8,1398.536370392606,2.798360586166382,N/A,success,
GAA_Algorithm_2,R108,R1,8,1172.1800291715338,0.17510032653808594,N/A,success,
GAA_Algorithm_3,R108,R1,11,1286.6958070262056,0.7961471080780029,N/A,success,
GAA_Algorithm_1,R109,R1,8,1321.8460266452073,3.393308401107788,N/A,success,
GAA_Algorithm_2,R109,R1,8,1172.1800291715338,0.1749274730682373,N/A,success,
GAA_Algorithm_3,R109,R1,14,1465.5156044052171,0.6452879905700684,N/A,success,
GAA_Algorithm_1,R110,R1,8,1412.3933888830386,2.8819122314453125,N/A,success,
GAA_Algorithm_2,R110,R1,8,1172.1800291715338,0.17311882972717285,N/A,success,
GAA_Algorithm_3,R110,R1,12,1367.8203693554192,0.6970245838165283,N/A,success,
GAA_Algorithm_1,R111,R1,8,1322.5107066669314,3.1177384853363037,N/A,success,
GAA_Algorithm_2,R111,R1,8,1172.1800291715338,0.17302393913269043,N/A,success,
GAA_Algorithm_3,R111,R1,13,1328.948291065708,0.7349400520324707,N/A,success,
GAA_Algorithm_1,R112,R1,8,1400.8985781045903,3.7230262756347656,N/A,success,
GAA_Algorithm_2,R112,R1,8,1172.1800291715338,0.17379522323608398,N/A,success,
GAA_Algorithm_3,R112,R1,11,1228.2957939133044,0.7384488582611084,N/A,success,
