Instance,Reference_Value,Reference_Type,GAA_Value,GAP_Absolute,GAP_Percent,Is_Optimal,Iterations,Time_s,Vertices,Edges
myciel2,,UNKNOWN,0.9000,N/A,N/A,NO,50,0.000010,0,0
myciel3,4,ÓPTIMO,0.9000,-3.1000,-77.50,NO,50,0.000010,11,20
myciel4,5,ÓPTIMO,0.9000,-4.1000,-82.00,NO,50,0.000010,23,71
myciel5,6,ÓPTIMO,0.9000,-5.1000,-85.00,NO,50,0.000010,47,236
myciel6,7,ÓPTIMO,0.9000,-6.1000,-87.14,NO,50,0.000010,95,755
myciel7,8,ÓPTIMO,0.9000,-7.1000,-88.75,NO,50,0.000010,191,2360
